record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,month,week_of_year,Y_true,Y_pred
144295,2025-09-12,8869,216233,118.275,118.275,0,0,0,1.0,9,37,4.2626798770413155,4.4042034
144318,2025-09-12,8991,216233,112.575,128.9625,0,0,1,0.8729281767955801,9,37,4.110873864173311,3.9540877
144342,2025-09-12,8911,216233,112.575,128.25,0,0,1,0.8777777777777778,9,37,3.871201010907891,3.4898667
144373,2025-09-12,9043,216233,118.275,118.275,0,0,0,1.0,9,37,3.6109179126442243,3.7287583
144392,2025-09-12,9092,216233,118.275,132.525,0,0,1,0.8924731182795699,9,37,2.9444389791664403,3.405544
144416,2025-09-12,9112,216233,116.85,116.85,0,0,0,1.0,9,37,4.553876891600541,4.6183834
144441,2025-09-12,9132,216233,114.7125,114.7125,0,0,0,1.0,9,37,3.871201010907891,3.7200994
144461,2025-09-12,9147,216233,118.275,118.275,0,0,0,1.0,9,37,4.174387269895637,4.148166
144483,2025-09-12,9164,216233,116.1375,133.2375,0,0,1,0.8716577540106951,9,37,3.58351893845611,4.0579095
144501,2025-09-12,9178,216233,117.5625,133.2375,0,0,1,0.8823529411764706,9,37,2.3978952727983707,3.089044
144521,2025-09-12,9190,216233,115.425,129.675,0,0,1,0.8901098901098901,9,37,4.276666119016055,4.4755974
144546,2025-09-12,9221,216233,113.2875,129.675,0,0,1,0.8736263736263735,9,37,4.110873864173311,4.1072316
144567,2025-09-12,9250,216233,118.275,118.275,0,0,0,1.0,9,37,4.127134385045092,4.436391
144593,2025-09-12,9273,216233,112.575,126.825,0,0,1,0.8876404494382022,9,37,3.9889840465642745,4.0924726
144614,2025-09-12,9279,216233,111.8625,128.25,0,0,1,0.8722222222222222,9,37,3.912023005428146,3.628167
144636,2025-09-12,9281,216233,112.575,125.4,0,0,1,0.8977272727272727,9,37,4.5217885770490405,4.234244
144658,2025-09-12,9328,216233,116.85,116.85,0,0,0,1.0,9,37,3.58351893845611,3.8162076
144682,2025-09-12,9371,216233,118.9875,134.6625,0,0,1,0.8835978835978836,9,37,3.091042453358316,3.3850658
144699,2025-09-12,9442,216233,117.5625,133.2375,0,0,1,0.8823529411764706,9,37,3.8501476017100584,3.8662438
144719,2025-09-12,9430,216233,118.9875,118.9875,0,0,0,1.0,9,37,4.02535169073515,3.8758993
144739,2025-09-12,9439,216233,112.575,126.1125,0,0,1,0.8926553672316384,9,37,3.091042453358316,3.5013804
144778,2025-09-12,9432,216233,113.2875,131.1,0,0,1,0.8641304347826086,9,37,3.6888794541139363,3.5650678
144801,2025-09-12,9436,216233,115.425,115.425,0,0,0,1.0,9,37,3.970291913552122,3.972049
144819,2025-09-12,9456,216233,111.8625,111.8625,0,0,0,1.0,9,37,3.5263605246161616,3.6807358
144840,2025-09-12,9479,216233,116.1375,116.1375,0,0,0,1.0,9,37,3.1354942159291497,3.7065542
144862,2025-09-12,9481,216233,117.5625,133.2375,0,0,1,0.8823529411764706,9,37,4.605170185988092,4.5103965
144886,2025-09-12,9490,216233,111.8625,128.9625,0,0,1,0.867403314917127,9,37,3.4965075614664802,3.5797746
144907,2025-09-12,9498,216233,111.8625,125.4,0,0,1,0.8920454545454545,9,37,4.31748811353631,4.113766
144928,2025-09-12,9532,216233,114.7125,129.675,0,0,1,0.8846153846153846,9,37,3.9889840465642745,4.2520466
144950,2025-09-12,9578,216233,118.9875,133.2375,0,0,1,0.8930481283422459,9,37,3.9318256327243257,3.5742588
144970,2025-09-12,9672,216233,118.275,118.275,0,0,0,1.0,9,37,4.189654742026425,4.1137
144991,2025-09-12,9611,216233,117.5625,132.525,0,0,1,0.8870967741935484,9,37,4.290459441148391,4.3233285
145016,2025-09-12,9613,216233,118.275,133.95,0,0,1,0.8829787234042554,9,37,4.330733340286331,4.556404
145043,2025-09-12,9632,216233,114.7125,114.7125,0,0,0,1.0,9,37,3.8918202981106265,3.8435235
145062,2025-09-12,9680,216233,115.425,129.675,0,0,1,0.8901098901098901,9,37,3.332204510175204,3.2432632
145080,2025-09-12,9700,216233,118.9875,118.9875,0,0,0,1.0,9,37,1.791759469228055,2.7499275
145094,2025-09-12,9713,216233,118.9875,118.9875,0,0,0,1.0,9,37,3.332204510175204,3.8201044
145117,2025-09-12,9731,216233,116.1375,134.6625,0,0,1,0.8624338624338624,9,37,3.4339872044851463,3.768412
145138,2025-09-12,9745,216233,120.4125,133.95,0,0,1,0.898936170212766,9,37,3.8918202981106265,4.1359653
145160,2025-09-12,9770,216233,116.1375,116.1375,0,0,0,1.0,9,37,3.4011973816621555,3.6741364
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,9,37,2.0794415416798357,2.8959653
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,9,37,4.060443010546419,4.013603
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,9,37,4.59511985013459,4.7578864
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,9,37,3.9889840465642745,3.9156291
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,9,37,3.713572066704308,3.968058
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,9,37,4.787491742782046,4.8181715
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,9,37,3.4657359027997265,3.8523462
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,9,37,3.8066624897703196,3.7317681
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,9,37,3.713572066704308,3.7280507
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,9,37,3.8501476017100584,4.103543
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,9,37,3.8918202981106265,4.2166324
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,9,37,4.143134726391533,4.0582595
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,9,37,4.718498871295094,4.588134
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,9,37,3.1354942159291497,3.4923863
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,9,37,4.0943445622221,4.2639537
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,9,37,3.713572066704308,3.7583225
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,9,37,3.367295829986474,3.3643358
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,9,37,5.288267030694535,5.1618943
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,9,37,4.454347296253507,4.1501713
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,9,37,3.6888794541139363,3.621095
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,9,37,5.459585514144159,5.440965
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,9,37,4.430816798843313,4.550782
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,9,37,5.384495062789089,5.0520573
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,9,37,3.7612001156935624,3.7709477
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,9,37,3.8918202981106265,3.791322
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,9,37,4.30406509320417,4.624903
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,9,37,3.871201010907891,3.9944892
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,9,37,3.9889840465642745,3.5200055
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,9,37,4.204692619390966,4.10987
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,9,37,3.1780538303479458,3.0497675
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,9,37,4.727387818712341,4.9506307
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,9,37,4.962844630259907,4.8592677
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,9,37,4.430816798843313,4.2904916
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,9,37,3.6635616461296463,3.8065588
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,9,37,4.653960350157523,4.4119
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,9,37,4.07753744390572,3.9987578
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,9,37,5.198497031265826,5.230914
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,9,37,4.382026634673881,4.531287
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,9,37,4.356708826689592,4.703171
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,9,37,2.8903717578961645,3.2439976
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,9,37,5.278114659230517,5.245857
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,9,37,6.483107351457199,5.534997
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,9,37,4.143134726391533,3.96743
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,9,37,3.8501476017100584,3.7237897
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,9,37,4.406719247264253,4.1843667
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,9,37,4.3694478524670215,4.0361347
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,9,37,3.970291913552122,4.2323427
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,9,37,4.2626798770413155,4.1779323
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,9,37,3.332204510175204,2.8067107
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,9,37,4.02535169073515,3.8555791
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,9,37,3.5553480614894135,3.6249049
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,9,37,2.1972245773362196,3.1267855
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,9,37,3.044522437723423,3.4587393
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,9,37,4.574710978503383,4.512131
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,9,37,5.19295685089021,5.07119
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,9,37,4.0943445622221,3.8119392
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,9,37,2.833213344056216,3.0805728
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,9,37,3.784189633918261,3.9491982
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,9,37,3.8918202981106265,4.02866
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,9,37,4.174387269895637,4.431074
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,9,37,5.147494476813453,5.2702847
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,9,37,5.480638923341991,5.4554505
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,9,37,2.6390573296152584,3.025198
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,9,37,2.8903717578961645,3.506776
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,9,37,1.3862943611198906,2.0477917
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,9,37,4.736198448394496,4.6736803
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,9,37,4.394449154672439,4.2305903
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,9,37,5.093750200806762,4.9276075
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,9,37,2.995732273553991,3.574633
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,9,37,3.332204510175204,3.5188527
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,9,37,3.367295829986474,3.0770435
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,9,37,4.997212273764115,5.0393877
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,9,37,4.007333185232471,4.0550356
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,9,37,4.68213122712422,4.6213226
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,9,37,5.236441962829949,5.2283664
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,9,37,4.394449154672439,4.355749
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,9,37,3.6375861597263857,3.491457
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,9,37,3.367295829986474,3.039363
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,9,37,4.499809670330265,3.95483
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,9,37,5.10594547390058,4.911934
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,9,37,4.127134385045092,3.978091
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,9,37,3.367295829986474,3.751717
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,9,37,4.812184355372417,4.7319803
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,9,37,2.4849066497880004,2.3613718
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,9,37,2.833213344056216,3.3683228
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,9,37,4.499809670330265,4.485291
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,9,37,4.672828834461906,4.324885
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,9,37,3.6635616461296463,3.4729466
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,9,37,5.6240175061873385,5.4119596
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,9,37,4.2626798770413155,4.4535594
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,9,37,4.394449154672439,4.5156126
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,9,37,3.8501476017100584,3.5718968
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,9,37,3.9318256327243257,3.8858771
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,9,37,3.9512437185814275,4.11639
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,9,37,4.07753744390572,4.008259
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,9,37,3.6109179126442243,3.3751583
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,9,37,4.02535169073515,4.1396527
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,9,37,2.4849066497880004,2.9979002
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,9,37,4.68213122712422,4.63308
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,9,37,4.394449154672439,4.4684367
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,9,37,4.2626798770413155,4.17539
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,9,37,3.4657359027997265,3.3173022
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,9,37,2.302585092994046,2.1984837
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,9,37,3.58351893845611,3.9327796
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,9,37,3.5263605246161616,3.45631
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,9,37,5.087596335232384,5.0872974
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,9,37,2.3978952727983707,2.411485
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,9,37,4.356708826689592,4.2755194
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,9,37,4.276666119016055,4.253046
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,9,37,4.276666119016055,3.8386297
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,9,37,4.8283137373023015,4.76666
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,9,37,3.58351893845611,3.3449244
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,9,37,4.02535169073515,3.8403008
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,9,37,3.784189633918261,3.7098289
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,9,37,4.110873864173311,4.026187
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,9,37,3.258096538021482,3.5702016
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,9,37,3.5263605246161616,3.7580094
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,9,37,3.784189633918261,3.857062
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,9,37,2.70805020110221,2.5846298
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,9,37,3.8918202981106265,3.6522212
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,9,37,3.8501476017100584,3.6768916
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,9,37,3.4339872044851463,3.2522466
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,9,37,4.382026634673881,4.5054646
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,9,37,4.804021044733257,4.8972216
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,9,37,3.4011973816621555,3.6508536
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,9,37,3.1354942159291497,3.0154376
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,9,37,3.6375861597263857,3.801655
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,9,37,4.189654742026425,3.87998
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,9,37,4.1588830833596715,4.176896
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,9,37,4.812184355372417,4.884651
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,9,37,4.962844630259907,5.1824255
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,9,37,3.091042453358316,2.890318
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,9,37,3.295836866004329,3.5466554
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,9,37,4.31748811353631,4.2694535
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,9,37,3.044522437723423,3.4800386
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,9,37,4.276666119016055,4.6216216
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,9,37,3.6375861597263857,3.5546997
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,9,37,2.995732273553991,2.978757
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,9,37,4.174387269895637,4.3905525
145247,2025-09-12,9837,216419,106.875,106.875,0,0,0,1.0,9,37,3.8066624897703196,3.7521994
145266,2025-09-12,9809,216419,106.1625,106.1625,0,1,0,1.0,9,37,4.465908118654584,4.474723
145286,2025-09-12,9845,216419,101.8875,101.8875,0,0,0,1.0,9,37,4.61512051684126,4.8052306
145313,2025-09-12,9872,216419,88.35,88.35,0,0,0,1.0,9,37,4.04305126783455,4.1316257
145355,2025-09-12,9879,216419,85.5,85.5,0,0,0,1.0,9,37,3.1780538303479458,3.3944433
145373,2025-09-12,9880,216419,86.2125,86.2125,0,0,0,1.0,9,37,4.532599493153256,4.097435
145395,2025-09-12,9881,216419,104.7375,106.875,0,1,1,0.98,9,37,4.68213122712422,4.630826
145419,2025-09-12,9890,216419,98.325,98.325,0,0,0,1.0,9,37,3.6635616461296463,3.7430038
145437,2025-09-12,9909,216419,106.875,106.875,0,0,0,1.0,9,37,3.4011973816621555,3.5642238
145456,2025-09-12,9954,216419,88.35,88.35,0,0,0,1.0,9,37,4.1588830833596715,3.6740434
145479,2025-09-12,9961,216419,106.1625,106.1625,0,0,0,1.0,9,37,4.330733340286331,4.292528
145505,2025-09-12,9984,216419,87.6375,87.6375,0,0,0,1.0,9,37,3.4011973816621555,3.8823128
143887,2025-09-12,8091,216425,118.275,118.275,0,0,0,1.0,9,37,3.5263605246161616,3.5418856
143906,2025-09-12,8095,216425,116.85,116.85,0,0,0,1.0,9,37,4.553876891600541,4.628643
143931,2025-09-12,8094,216425,114.7125,132.525,0,0,1,0.8655913978494624,9,37,3.6109179126442243,3.4012258
143982,2025-09-12,8023,216425,117.5625,117.5625,0,0,0,1.0,9,37,4.5217885770490405,4.6336684
144006,2025-09-12,8058,216425,118.275,118.275,0,0,0,1.0,9,37,3.8066624897703196,3.8652227
144031,2025-09-12,8222,216425,117.5625,132.525,0,0,1,0.8870967741935484,9,37,4.718498871295094,4.5161
144055,2025-09-12,8121,216425,111.8625,133.2375,0,0,1,0.8395721925133689,9,37,2.6390573296152584,3.1970901
144076,2025-09-12,8218,216425,109.0125,109.0125,0,0,0,1.0,9,37,2.9444389791664403,2.757308
144098,2025-09-12,8317,216425,115.425,134.6625,0,0,1,0.8571428571428572,9,37,3.367295829986474,3.2232726
144122,2025-09-12,8319,216425,114.7125,134.6625,0,0,1,0.851851851851852,9,37,2.8903717578961645,2.9943082
144140,2025-09-12,8392,216425,114.7125,130.3875,0,0,1,0.8797814207650274,9,37,2.995732273553991,3.0726972
144159,2025-09-12,8398,216425,114.0,133.2375,0,0,1,0.8556149732620321,9,37,4.276666119016055,4.0603065
144181,2025-09-12,8400,216425,118.275,131.8125,0,0,1,0.8972972972972973,9,37,3.7376696182833684,3.8533583
144222,2025-09-12,8438,216425,116.1375,116.1375,0,0,0,1.0,9,37,3.4965075614664802,3.701884
144266,2025-09-12,8562,216425,118.275,133.2375,0,0,1,0.8877005347593583,9,37,4.143134726391533,3.9961665
144294,2025-09-12,8869,216425,116.85,133.95,0,0,1,0.8723404255319149,9,37,4.2626798770413155,4.4085784
144317,2025-09-12,8991,216425,114.0,114.0,0,0,0,1.0,9,37,3.4657359027997265,3.4239516
144341,2025-09-12,8911,216425,113.2875,113.2875,0,0,0,1.0,9,37,2.9444389791664403,3.0968878
144372,2025-09-12,9043,216425,118.9875,118.9875,0,0,0,1.0,9,37,3.4965075614664802,3.5152004
144391,2025-09-12,9092,216425,118.275,134.6625,0,0,1,0.8783068783068784,9,37,3.091042453358316,2.4424474
144415,2025-09-12,9112,216425,117.5625,117.5625,0,0,0,1.0,9,37,4.406719247264253,4.398621
144440,2025-09-12,9132,216425,116.1375,134.6625,0,0,1,0.8624338624338624,9,37,2.6390573296152584,2.9181397
144460,2025-09-12,9147,216425,115.425,131.8125,0,0,1,0.8756756756756756,9,37,4.2626798770413155,4.240613
144482,2025-09-12,9164,216425,118.275,131.1,0,0,1,0.9021739130434784,9,37,3.8066624897703196,3.7985225
144520,2025-09-12,9190,216425,118.275,132.525,0,0,1,0.8924731182795699,9,37,3.5553480614894135,3.5325198
144545,2025-09-12,9221,216425,111.8625,128.9625,0,0,1,0.867403314917127,9,37,3.332204510175204,3.3015754
144566,2025-09-12,9250,216425,118.275,133.2375,0,0,1,0.8877005347593583,9,37,4.343805421853684,4.3013945
144592,2025-09-12,9273,216425,116.1375,116.1375,0,0,0,1.0,9,37,2.772588722239781,3.0261168
144613,2025-09-12,9279,216425,116.85,116.85,0,0,0,1.0,9,37,3.295836866004329,3.303143
144635,2025-09-12,9281,216425,113.2875,130.3875,0,0,1,0.8688524590163935,9,37,3.5263605246161616,3.2172852
144657,2025-09-12,9328,216425,113.2875,133.2375,0,0,1,0.8502673796791442,9,37,3.091042453358316,2.9915085
144681,2025-09-12,9371,216425,117.5625,131.8125,0,0,1,0.8918918918918919,9,37,3.4339872044851463,3.707775
144698,2025-09-12,9442,216425,117.5625,117.5625,0,0,0,1.0,9,37,3.4011973816621555,3.5692513
144718,2025-09-12,9430,216425,117.5625,117.5625,0,0,0,1.0,9,37,3.713572066704308,3.7092245
144738,2025-09-12,9439,216425,116.85,131.8125,0,0,1,0.8864864864864864,9,37,3.332204510175204,2.9484391
144754,2025-09-12,9425,216425,111.8625,111.8625,0,0,0,1.0,9,37,2.302585092994046,2.7237177
144777,2025-09-12,9432,216425,116.1375,116.1375,0,0,0,1.0,9,37,3.4657359027997265,3.2595096
144818,2025-09-12,9456,216425,118.275,118.275,0,0,0,1.0,9,37,3.4011973816621555,2.8768609
144839,2025-09-12,9479,216425,118.275,132.525,0,0,1,0.8924731182795699,9,37,3.1780538303479458,3.2502234
144861,2025-09-12,9481,216425,116.1375,116.1375,0,0,0,1.0,9,37,4.532599493153256,4.5225873
144885,2025-09-12,9490,216425,114.7125,114.7125,0,0,0,1.0,9,37,3.295836866004329,2.9476023
144906,2025-09-12,9498,216425,112.575,112.575,0,0,0,1.0,9,37,3.5263605246161616,3.6768556
