record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,quarter,week_of_year,Y_true,Y_pred
144886,2025-09-12,9490,216233,111.8625,128.9625,0,0,1,0.867403314917127,3,37,3.4965075614664802,3.6118279
144907,2025-09-12,9498,216233,111.8625,125.4,0,0,1,0.8920454545454545,3,37,4.31748811353631,4.0657988
144928,2025-09-12,9532,216233,114.7125,129.675,0,0,1,0.8846153846153846,3,37,3.9889840465642745,4.247063
144950,2025-09-12,9578,216233,118.9875,133.2375,0,0,1,0.8930481283422459,3,37,3.9318256327243257,3.5150695
144970,2025-09-12,9672,216233,118.275,118.275,0,0,0,1.0,3,37,4.189654742026425,4.097998
144991,2025-09-12,9611,216233,117.5625,132.525,0,0,1,0.8870967741935484,3,37,4.290459441148391,4.2880797
145016,2025-09-12,9613,216233,118.275,133.95,0,0,1,0.8829787234042554,3,37,4.330733340286331,4.534526
145043,2025-09-12,9632,216233,114.7125,114.7125,0,0,0,1.0,3,37,3.8918202981106265,3.8228962
145062,2025-09-12,9680,216233,115.425,129.675,0,0,1,0.8901098901098901,3,37,3.332204510175204,3.276557
145080,2025-09-12,9700,216233,118.9875,118.9875,0,0,0,1.0,3,37,1.791759469228055,2.704453
145094,2025-09-12,9713,216233,118.9875,118.9875,0,0,0,1.0,3,37,3.332204510175204,3.852946
145117,2025-09-12,9731,216233,116.1375,134.6625,0,0,1,0.8624338624338624,3,37,3.4339872044851463,3.7214541
145138,2025-09-12,9745,216233,120.4125,133.95,0,0,1,0.898936170212766,3,37,3.8918202981106265,4.1413927
145160,2025-09-12,9770,216233,116.1375,116.1375,0,0,0,1.0,3,37,3.4011973816621555,3.6679127
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,3,37,2.0794415416798357,2.8961387
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,3,37,4.060443010546419,4.003558
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,3,37,4.59511985013459,4.7779403
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,3,37,3.9889840465642745,3.916028
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,3,37,3.713572066704308,3.9538336
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,3,37,4.787491742782046,4.83549
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,3,37,3.4657359027997265,3.8541648
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,3,37,3.8066624897703196,3.7316952
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,3,37,3.713572066704308,3.7402399
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,3,37,3.8501476017100584,4.059488
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,3,37,3.8918202981106265,4.220295
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,3,37,4.143134726391533,4.056122
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,3,37,4.718498871295094,4.601643
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,3,37,3.1354942159291497,3.506191
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,3,37,4.0943445622221,4.2624493
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,3,37,3.713572066704308,3.730233
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,3,37,3.367295829986474,3.36186
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,3,37,5.288267030694535,5.1659417
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,3,37,4.454347296253507,4.148157
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,3,37,3.6888794541139363,3.6301773
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,3,37,5.459585514144159,5.4770885
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,3,37,4.430816798843313,4.5365825
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,3,37,5.384495062789089,5.060773
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,3,37,3.7612001156935624,3.743565
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,3,37,3.8918202981106265,3.7917597
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,3,37,4.30406509320417,4.6195607
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,3,37,3.871201010907891,3.9792516
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,3,37,3.9889840465642745,3.536853
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,3,37,4.204692619390966,4.1539893
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,3,37,3.1780538303479458,3.0055616
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,3,37,4.727387818712341,4.9836264
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,3,37,4.962844630259907,4.8099422
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,3,37,4.430816798843313,4.3171215
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,3,37,3.6635616461296463,3.8661754
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,3,37,4.653960350157523,4.413299
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,3,37,4.07753744390572,4.0057187
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,3,37,5.198497031265826,5.316657
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,3,37,4.382026634673881,4.5622864
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,3,37,4.356708826689592,4.6845107
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,3,37,2.8903717578961645,3.2458906
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,3,37,5.278114659230517,5.230725
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,3,37,6.483107351457199,5.4309387
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,3,37,4.143134726391533,3.9813907
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,3,37,3.8501476017100584,3.7350936
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,3,37,4.406719247264253,4.1430297
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,3,37,4.3694478524670215,4.0214353
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,3,37,3.970291913552122,4.2307205
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,3,37,4.2626798770413155,4.172325
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,3,37,3.332204510175204,2.789041
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,3,37,4.02535169073515,3.8590446
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,3,37,3.5553480614894135,3.5995123
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,3,37,2.1972245773362196,3.1139834
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,3,37,3.044522437723423,3.4228733
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,3,37,4.574710978503383,4.525304
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,3,37,5.19295685089021,5.071997
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,3,37,4.0943445622221,3.7971194
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,3,37,2.833213344056216,3.1021948
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,3,37,3.784189633918261,3.9581096
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,3,37,3.8918202981106265,3.9695578
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,3,37,4.174387269895637,4.420837
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,3,37,5.147494476813453,5.2505403
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,3,37,5.480638923341991,5.43503
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,3,37,2.6390573296152584,3.0024326
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,3,37,2.8903717578961645,3.5447454
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,3,37,1.3862943611198906,2.0653598
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,3,37,4.736198448394496,4.657815
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,3,37,4.394449154672439,4.2354984
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,3,37,5.093750200806762,4.924707
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,3,37,2.995732273553991,3.5560467
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,3,37,3.332204510175204,3.5354881
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,3,37,3.367295829986474,3.0829666
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,3,37,4.997212273764115,5.062738
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,3,37,4.007333185232471,4.0721226
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,3,37,4.68213122712422,4.5900946
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,3,37,5.236441962829949,5.2389665
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,3,37,4.394449154672439,4.371339
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,3,37,3.6375861597263857,3.6205192
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,3,37,3.367295829986474,2.9966097
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,3,37,4.499809670330265,3.950145
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,3,37,5.10594547390058,4.9169846
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,3,37,4.127134385045092,4.0149965
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,3,37,3.367295829986474,3.7737546
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,3,37,4.812184355372417,4.718172
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,3,37,2.4849066497880004,2.3231606
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,3,37,2.833213344056216,3.335949
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,3,37,4.499809670330265,4.4619036
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,3,37,4.672828834461906,4.3454185
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,3,37,3.6635616461296463,3.4525523
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,3,37,5.6240175061873385,5.3987737
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,3,37,4.2626798770413155,4.481322
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,3,37,4.394449154672439,4.518988
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,3,37,3.8501476017100584,3.6136062
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,3,37,3.9318256327243257,3.9043913
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,3,37,3.9512437185814275,4.1101174
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,3,37,4.07753744390572,4.0033216
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,3,37,3.6109179126442243,3.4022212
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,3,37,4.02535169073515,4.1606994
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,3,37,2.4849066497880004,2.9829895
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,3,37,4.68213122712422,4.6529202
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,3,37,4.394449154672439,4.467866
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,3,37,4.2626798770413155,4.2046213
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,3,37,3.4657359027997265,3.3236284
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,3,37,2.302585092994046,2.248354
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,3,37,3.58351893845611,3.9451292
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,3,37,3.5263605246161616,3.4624312
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,3,37,5.087596335232384,5.0945363
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,3,37,2.3978952727983707,2.4330568
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,3,37,4.356708826689592,4.2788153
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,3,37,4.276666119016055,4.2475553
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,3,37,4.276666119016055,3.849208
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,3,37,4.8283137373023015,4.782145
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,3,37,3.58351893845611,3.4378858
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,3,37,4.02535169073515,3.802944
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,3,37,3.784189633918261,3.7472036
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,3,37,4.110873864173311,4.0322957
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,3,37,3.258096538021482,3.546324
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,3,37,3.5263605246161616,3.738735
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,3,37,3.784189633918261,3.8095448
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,3,37,2.70805020110221,2.5920188
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,3,37,3.8918202981106265,3.659215
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,3,37,3.8501476017100584,3.698871
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,3,37,3.4339872044851463,3.2636259
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,3,37,4.382026634673881,4.5354795
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,3,37,4.804021044733257,4.868046
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,3,37,3.4011973816621555,3.630619
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,3,37,3.1354942159291497,2.9994943
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,3,37,3.6375861597263857,3.8299668
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,3,37,4.189654742026425,3.9366508
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,3,37,4.1588830833596715,4.1466775
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,3,37,4.812184355372417,4.8725133
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,3,37,4.962844630259907,5.1800113
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,3,37,3.091042453358316,2.9201453
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,3,37,3.295836866004329,3.551312
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,3,37,4.31748811353631,4.280844
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,3,37,3.044522437723423,3.4694076
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,3,37,4.276666119016055,4.596955
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,3,37,3.6375861597263857,3.5369985
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,3,37,2.995732273553991,2.9732807
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,3,37,4.174387269895637,4.439489
145247,2025-09-12,9837,216419,106.875,106.875,0,0,0,1.0,3,37,3.8066624897703196,3.7782445
145266,2025-09-12,9809,216419,106.1625,106.1625,0,1,0,1.0,3,37,4.465908118654584,4.4317193
145286,2025-09-12,9845,216419,101.8875,101.8875,0,0,0,1.0,3,37,4.61512051684126,4.8293915
145313,2025-09-12,9872,216419,88.35,88.35,0,0,0,1.0,3,37,4.04305126783455,4.13407
145355,2025-09-12,9879,216419,85.5,85.5,0,0,0,1.0,3,37,3.1780538303479458,3.3928325
145373,2025-09-12,9880,216419,86.2125,86.2125,0,0,0,1.0,3,37,4.532599493153256,4.0623026
145395,2025-09-12,9881,216419,104.7375,106.875,0,1,1,0.98,3,37,4.68213122712422,4.635981
145419,2025-09-12,9890,216419,98.325,98.325,0,0,0,1.0,3,37,3.6635616461296463,3.7469466
145437,2025-09-12,9909,216419,106.875,106.875,0,0,0,1.0,3,37,3.4011973816621555,3.5442896
145456,2025-09-12,9954,216419,88.35,88.35,0,0,0,1.0,3,37,4.1588830833596715,3.666605
145479,2025-09-12,9961,216419,106.1625,106.1625,0,0,0,1.0,3,37,4.330733340286331,4.34043
145505,2025-09-12,9984,216419,87.6375,87.6375,0,0,0,1.0,3,37,3.4011973816621555,3.881652
143887,2025-09-12,8091,216425,118.275,118.275,0,0,0,1.0,3,37,3.5263605246161616,3.4437397
143906,2025-09-12,8095,216425,116.85,116.85,0,0,0,1.0,3,37,4.553876891600541,4.6307993
143931,2025-09-12,8094,216425,114.7125,132.525,0,0,1,0.8655913978494624,3,37,3.6109179126442243,3.4245825
143982,2025-09-12,8023,216425,117.5625,117.5625,0,0,0,1.0,3,37,4.5217885770490405,4.63004
144006,2025-09-12,8058,216425,118.275,118.275,0,0,0,1.0,3,37,3.8066624897703196,3.7942357
144031,2025-09-12,8222,216425,117.5625,132.525,0,0,1,0.8870967741935484,3,37,4.718498871295094,4.5466943
144055,2025-09-12,8121,216425,111.8625,133.2375,0,0,1,0.8395721925133689,3,37,2.6390573296152584,3.2059076
144076,2025-09-12,8218,216425,109.0125,109.0125,0,0,0,1.0,3,37,2.9444389791664403,2.70263
144098,2025-09-12,8317,216425,115.425,134.6625,0,0,1,0.8571428571428572,3,37,3.367295829986474,3.254319
144122,2025-09-12,8319,216425,114.7125,134.6625,0,0,1,0.851851851851852,3,37,2.8903717578961645,3.018795
144140,2025-09-12,8392,216425,114.7125,130.3875,0,0,1,0.8797814207650274,3,37,2.995732273553991,3.057381
144159,2025-09-12,8398,216425,114.0,133.2375,0,0,1,0.8556149732620321,3,37,4.276666119016055,4.0858283
144181,2025-09-12,8400,216425,118.275,131.8125,0,0,1,0.8972972972972973,3,37,3.7376696182833684,3.861943
144222,2025-09-12,8438,216425,116.1375,116.1375,0,0,0,1.0,3,37,3.4965075614664802,3.6931229
144266,2025-09-12,8562,216425,118.275,133.2375,0,0,1,0.8877005347593583,3,37,4.143134726391533,3.9996138
144294,2025-09-12,8869,216425,116.85,133.95,0,0,1,0.8723404255319149,3,37,4.2626798770413155,4.4285
144317,2025-09-12,8991,216425,114.0,114.0,0,0,0,1.0,3,37,3.4657359027997265,3.449249
144341,2025-09-12,8911,216425,113.2875,113.2875,0,0,0,1.0,3,37,2.9444389791664403,3.1596172
144372,2025-09-12,9043,216425,118.9875,118.9875,0,0,0,1.0,3,37,3.4965075614664802,3.5224483
144391,2025-09-12,9092,216425,118.275,134.6625,0,0,1,0.8783068783068784,3,37,3.091042453358316,2.5144162
144415,2025-09-12,9112,216425,117.5625,117.5625,0,0,0,1.0,3,37,4.406719247264253,4.3850636
144440,2025-09-12,9132,216425,116.1375,134.6625,0,0,1,0.8624338624338624,3,37,2.6390573296152584,2.951749
144460,2025-09-12,9147,216425,115.425,131.8125,0,0,1,0.8756756756756756,3,37,4.2626798770413155,4.2603784
144482,2025-09-12,9164,216425,118.275,131.1,0,0,1,0.9021739130434784,3,37,3.8066624897703196,3.7844107
144520,2025-09-12,9190,216425,118.275,132.525,0,0,1,0.8924731182795699,3,37,3.5553480614894135,3.5202634
144545,2025-09-12,9221,216425,111.8625,128.9625,0,0,1,0.867403314917127,3,37,3.332204510175204,3.286516
144566,2025-09-12,9250,216425,118.275,133.2375,0,0,1,0.8877005347593583,3,37,4.343805421853684,4.2667747
144592,2025-09-12,9273,216425,116.1375,116.1375,0,0,0,1.0,3,37,2.772588722239781,3.0241892
144613,2025-09-12,9279,216425,116.85,116.85,0,0,0,1.0,3,37,3.295836866004329,3.2695398
144635,2025-09-12,9281,216425,113.2875,130.3875,0,0,1,0.8688524590163935,3,37,3.5263605246161616,3.2537003
144657,2025-09-12,9328,216425,113.2875,133.2375,0,0,1,0.8502673796791442,3,37,3.091042453358316,2.926656
144681,2025-09-12,9371,216425,117.5625,131.8125,0,0,1,0.8918918918918919,3,37,3.4339872044851463,3.620199
144698,2025-09-12,9442,216425,117.5625,117.5625,0,0,0,1.0,3,37,3.4011973816621555,3.5658472
144718,2025-09-12,9430,216425,117.5625,117.5625,0,0,0,1.0,3,37,3.713572066704308,3.738285
144738,2025-09-12,9439,216425,116.85,131.8125,0,0,1,0.8864864864864864,3,37,3.332204510175204,2.9357345
144754,2025-09-12,9425,216425,111.8625,111.8625,0,0,0,1.0,3,37,2.302585092994046,2.6820645
144777,2025-09-12,9432,216425,116.1375,116.1375,0,0,0,1.0,3,37,3.4657359027997265,3.2295163
144818,2025-09-12,9456,216425,118.275,118.275,0,0,0,1.0,3,37,3.4011973816621555,2.8382404
144839,2025-09-12,9479,216425,118.275,132.525,0,0,1,0.8924731182795699,3,37,3.1780538303479458,3.2761576
144861,2025-09-12,9481,216425,116.1375,116.1375,0,0,0,1.0,3,37,4.532599493153256,4.4536633
144885,2025-09-12,9490,216425,114.7125,114.7125,0,0,0,1.0,3,37,3.295836866004329,2.9880693
144906,2025-09-12,9498,216425,112.575,112.575,0,0,0,1.0,3,37,3.5263605246161616,3.593244
