record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,year,month,quarter,Y_true,Y_pred
144907,2025-09-12,9498,216233,111.8625,125.4,0,0,1,0.8920454545454545,2025,9,3,4.31748811353631,4.196304
144928,2025-09-12,9532,216233,114.7125,129.675,0,0,1,0.8846153846153846,2025,9,3,3.9889840465642745,4.202012
144950,2025-09-12,9578,216233,118.9875,133.2375,0,0,1,0.8930481283422459,2025,9,3,3.9318256327243257,3.5173442
144970,2025-09-12,9672,216233,118.275,118.275,0,0,0,1.0,2025,9,3,4.189654742026425,3.9771497
144991,2025-09-12,9611,216233,117.5625,132.525,0,0,1,0.8870967741935484,2025,9,3,4.290459441148391,4.329161
145016,2025-09-12,9613,216233,118.275,133.95,0,0,1,0.8829787234042554,2025,9,3,4.330733340286331,4.625787
145043,2025-09-12,9632,216233,114.7125,114.7125,0,0,0,1.0,2025,9,3,3.8918202981106265,3.857673
145062,2025-09-12,9680,216233,115.425,129.675,0,0,1,0.8901098901098901,2025,9,3,3.332204510175204,3.2356648
145080,2025-09-12,9700,216233,118.9875,118.9875,0,0,0,1.0,2025,9,3,1.791759469228055,2.6866782
145094,2025-09-12,9713,216233,118.9875,118.9875,0,0,0,1.0,2025,9,3,3.332204510175204,3.8153045
145117,2025-09-12,9731,216233,116.1375,134.6625,0,0,1,0.8624338624338624,2025,9,3,3.4339872044851463,3.8070593
145138,2025-09-12,9745,216233,120.4125,133.95,0,0,1,0.898936170212766,2025,9,3,3.8918202981106265,4.1704545
145160,2025-09-12,9770,216233,116.1375,116.1375,0,0,0,1.0,2025,9,3,3.4011973816621555,3.7376082
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,2025,9,3,2.0794415416798357,2.6923501
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,2025,9,3,4.060443010546419,4.0972953
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,2025,9,3,4.59511985013459,4.7205577
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,2025,9,3,3.9889840465642745,3.743531
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,2025,9,3,3.713572066704308,3.8400145
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,2025,9,3,4.787491742782046,4.821669
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,2025,9,3,3.4657359027997265,3.9220445
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,2025,9,3,3.8066624897703196,3.7504122
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,2025,9,3,3.713572066704308,3.8413444
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,2025,9,3,3.8501476017100584,4.1378856
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,2025,9,3,3.8918202981106265,4.204084
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,2025,9,3,4.143134726391533,3.899126
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,2025,9,3,4.718498871295094,4.4176807
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,2025,9,3,3.1354942159291497,3.606941
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,2025,9,3,4.0943445622221,4.244983
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,2025,9,3,3.713572066704308,3.8121564
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,2025,9,3,3.367295829986474,3.1154678
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,2025,9,3,5.288267030694535,4.9613643
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,2025,9,3,4.454347296253507,3.994552
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,2025,9,3,3.6888794541139363,3.484173
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,2025,9,3,5.459585514144159,5.4186845
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,2025,9,3,4.430816798843313,4.441708
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,2025,9,3,5.384495062789089,4.8640547
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,2025,9,3,3.7612001156935624,3.6933873
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,2025,9,3,3.8918202981106265,3.768815
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,2025,9,3,4.30406509320417,4.565571
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,2025,9,3,3.871201010907891,3.6654942
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,2025,9,3,3.9889840465642745,3.4954715
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,2025,9,3,4.204692619390966,4.0405436
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,2025,9,3,3.1780538303479458,2.5672421
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,2025,9,3,4.727387818712341,4.936408
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,2025,9,3,4.962844630259907,4.8002996
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,2025,9,3,4.430816798843313,4.245002
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,2025,9,3,3.6635616461296463,3.7327073
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,2025,9,3,4.653960350157523,4.271183
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,2025,9,3,4.07753744390572,3.7735739
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,2025,9,3,5.198497031265826,5.181408
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,2025,9,3,4.382026634673881,4.42727
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,2025,9,3,4.356708826689592,4.535482
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,2025,9,3,2.8903717578961645,3.0128975
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,2025,9,3,5.278114659230517,5.117188
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,2025,9,3,6.483107351457199,5.327692
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,2025,9,3,4.143134726391533,3.8423343
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,2025,9,3,3.8501476017100584,3.6259737
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,2025,9,3,4.406719247264253,4.0562043
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,2025,9,3,4.3694478524670215,3.9053516
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,2025,9,3,3.970291913552122,4.202966
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,2025,9,3,4.2626798770413155,4.032598
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,2025,9,3,3.332204510175204,2.7386057
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,2025,9,3,4.02535169073515,3.7681541
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,2025,9,3,3.5553480614894135,3.5721846
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,2025,9,3,2.1972245773362196,3.13866
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,2025,9,3,3.044522437723423,3.3200526
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,2025,9,3,4.574710978503383,4.386559
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,2025,9,3,5.19295685089021,4.8152833
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,2025,9,3,4.0943445622221,3.6517289
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,2025,9,3,2.833213344056216,2.7825649
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,2025,9,3,3.784189633918261,3.6771564
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,2025,9,3,3.8918202981106265,3.8474295
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,2025,9,3,4.174387269895637,4.2728825
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,2025,9,3,5.147494476813453,5.1539593
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,2025,9,3,5.480638923341991,5.3541355
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,2025,9,3,2.6390573296152584,2.9804814
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,2025,9,3,2.8903717578961645,3.3369186
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,2025,9,3,1.3862943611198906,2.0627198
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,2025,9,3,4.736198448394496,4.5668764
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,2025,9,3,4.394449154672439,4.127322
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,2025,9,3,5.093750200806762,4.7916174
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,2025,9,3,2.995732273553991,3.6202054
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,2025,9,3,3.332204510175204,3.3513274
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,2025,9,3,3.367295829986474,2.947008
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,2025,9,3,4.997212273764115,4.925316
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,2025,9,3,4.007333185232471,3.9600244
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,2025,9,3,4.68213122712422,4.400008
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,2025,9,3,5.236441962829949,5.1238894
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,2025,9,3,4.394449154672439,4.2619867
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,2025,9,3,3.6375861597263857,3.378245
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,2025,9,3,3.367295829986474,2.9083188
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,2025,9,3,4.499809670330265,3.8835053
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,2025,9,3,5.10594547390058,4.8731756
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,2025,9,3,4.127134385045092,3.7171314
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,2025,9,3,3.367295829986474,3.6119063
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,2025,9,3,4.812184355372417,4.4872894
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,2025,9,3,2.4849066497880004,2.3019269
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,2025,9,3,2.833213344056216,3.0586286
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,2025,9,3,4.499809670330265,4.5014777
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,4.672828834461906,4.2364755
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,3.6635616461296463,3.4703474
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,2025,9,3,5.6240175061873385,5.432319
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,2025,9,3,4.2626798770413155,4.449364
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,2025,9,3,4.394449154672439,4.487524
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,2025,9,3,3.8501476017100584,3.643857
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,2025,9,3,3.9318256327243257,4.0475593
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,2025,9,3,3.9512437185814275,4.18064
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,2025,9,3,4.07753744390572,3.8030457
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,3.6109179126442243,3.498431
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,2025,9,3,4.02535169073515,4.0801125
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,2.4849066497880004,2.7257588
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,2025,9,3,4.68213122712422,4.664417
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,2025,9,3,4.394449154672439,4.4159274
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,4.2626798770413155,4.246447
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,3.4657359027997265,3.328252
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,2025,9,3,2.302585092994046,1.5926645
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,2025,9,3,3.58351893845611,3.923845
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,3.5263605246161616,3.462521
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,2025,9,3,5.087596335232384,5.069124
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,2025,9,3,2.3978952727983707,2.2610579
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,2025,9,3,4.356708826689592,4.2248454
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,2025,9,3,4.276666119016055,4.2230387
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,4.276666119016055,3.8291457
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,2025,9,3,4.8283137373023015,4.7593093
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,2025,9,3,3.58351893845611,3.3981314
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,2025,9,3,4.02535169073515,3.8205557
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,2025,9,3,3.784189633918261,3.7223334
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,2025,9,3,4.110873864173311,4.051319
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,2025,9,3,3.258096538021482,3.549466
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,2025,9,3,3.5263605246161616,3.7998774
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,2025,9,3,3.784189633918261,3.800067
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,2025,9,3,2.70805020110221,2.4845917
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,2025,9,3,3.8918202981106265,3.7563272
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,2025,9,3,3.8501476017100584,3.6802592
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,2025,9,3,3.4339872044851463,3.224026
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,2025,9,3,4.382026634673881,4.5394864
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,2025,9,3,4.804021044733257,4.7613897
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,2025,9,3,3.4011973816621555,3.6759055
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,2025,9,3,3.1354942159291497,2.8765702
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,2025,9,3,3.6375861597263857,3.6128812
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,2025,9,3,4.189654742026425,3.8495328
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,2025,9,3,4.1588830833596715,4.0920086
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,2025,9,3,4.812184355372417,4.863455
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,2025,9,3,4.962844630259907,5.1740594
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,2025,9,3,3.091042453358316,2.9071896
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,2025,9,3,3.295836866004329,3.5868318
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,2025,9,3,4.31748811353631,4.3006625
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,2025,9,3,3.044522437723423,3.4704378
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,2025,9,3,4.276666119016055,4.6136007
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,2025,9,3,3.6375861597263857,3.326346
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,2025,9,3,2.995732273553991,2.859627
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,2025,9,3,4.174387269895637,4.464147
145247,2025-09-12,9837,216419,106.875,106.875,0,0,0,1.0,2025,9,3,3.8066624897703196,3.649097
145266,2025-09-12,9809,216419,106.1625,106.1625,0,1,0,1.0,2025,9,3,4.465908118654584,4.336224
145286,2025-09-12,9845,216419,101.8875,101.8875,0,0,0,1.0,2025,9,3,4.61512051684126,4.8290367
145313,2025-09-12,9872,216419,88.35,88.35,0,0,0,1.0,2025,9,3,4.04305126783455,4.105074
145355,2025-09-12,9879,216419,85.5,85.5,0,0,0,1.0,2025,9,3,3.1780538303479458,3.3684204
145373,2025-09-12,9880,216419,86.2125,86.2125,0,0,0,1.0,2025,9,3,4.532599493153256,4.058993
145395,2025-09-12,9881,216419,104.7375,106.875,0,1,1,0.98,2025,9,3,4.68213122712422,4.6496224
145419,2025-09-12,9890,216419,98.325,98.325,0,0,0,1.0,2025,9,3,3.6635616461296463,3.6839693
145437,2025-09-12,9909,216419,106.875,106.875,0,0,0,1.0,2025,9,3,3.4011973816621555,3.4396307
145456,2025-09-12,9954,216419,88.35,88.35,0,0,0,1.0,2025,9,3,4.1588830833596715,3.6474998
145479,2025-09-12,9961,216419,106.1625,106.1625,0,0,0,1.0,2025,9,3,4.330733340286331,4.1621046
145505,2025-09-12,9984,216419,87.6375,87.6375,0,0,0,1.0,2025,9,3,3.4011973816621555,3.7463346
143887,2025-09-12,8091,216425,118.275,118.275,0,0,0,1.0,2025,9,3,3.5263605246161616,3.1833973
143906,2025-09-12,8095,216425,116.85,116.85,0,0,0,1.0,2025,9,3,4.553876891600541,4.43058
143931,2025-09-12,8094,216425,114.7125,132.525,0,0,1,0.8655913978494624,2025,9,3,3.6109179126442243,3.456635
143982,2025-09-12,8023,216425,117.5625,117.5625,0,0,0,1.0,2025,9,3,4.5217885770490405,4.5420756
144006,2025-09-12,8058,216425,118.275,118.275,0,0,0,1.0,2025,9,3,3.8066624897703196,3.6123877
144031,2025-09-12,8222,216425,117.5625,132.525,0,0,1,0.8870967741935484,2025,9,3,4.718498871295094,4.4411664
144055,2025-09-12,8121,216425,111.8625,133.2375,0,0,1,0.8395721925133689,2025,9,3,2.6390573296152584,3.2191198
144076,2025-09-12,8218,216425,109.0125,109.0125,0,0,0,1.0,2025,9,3,2.9444389791664403,2.6376576
144098,2025-09-12,8317,216425,115.425,134.6625,0,0,1,0.8571428571428572,2025,9,3,3.367295829986474,3.2765589
144122,2025-09-12,8319,216425,114.7125,134.6625,0,0,1,0.851851851851852,2025,9,3,2.8903717578961645,2.888171
144140,2025-09-12,8392,216425,114.7125,130.3875,0,0,1,0.8797814207650274,2025,9,3,2.995732273553991,2.944548
144159,2025-09-12,8398,216425,114.0,133.2375,0,0,1,0.8556149732620321,2025,9,3,4.276666119016055,4.1095304
144181,2025-09-12,8400,216425,118.275,131.8125,0,0,1,0.8972972972972973,2025,9,3,3.7376696182833684,3.504204
144222,2025-09-12,8438,216425,116.1375,116.1375,0,0,0,1.0,2025,9,3,3.4965075614664802,3.5259242
144266,2025-09-12,8562,216425,118.275,133.2375,0,0,1,0.8877005347593583,2025,9,3,4.143134726391533,3.998809
144294,2025-09-12,8869,216425,116.85,133.95,0,0,1,0.8723404255319149,2025,9,3,4.2626798770413155,4.2708282
144317,2025-09-12,8991,216425,114.0,114.0,0,0,0,1.0,2025,9,3,3.4657359027997265,3.3542812
144341,2025-09-12,8911,216425,113.2875,113.2875,0,0,0,1.0,2025,9,3,2.9444389791664403,3.0103693
144372,2025-09-12,9043,216425,118.9875,118.9875,0,0,0,1.0,2025,9,3,3.4965075614664802,3.3887117
144391,2025-09-12,9092,216425,118.275,134.6625,0,0,1,0.8783068783068784,2025,9,3,3.091042453358316,2.5367904
144415,2025-09-12,9112,216425,117.5625,117.5625,0,0,0,1.0,2025,9,3,4.406719247264253,4.255951
144440,2025-09-12,9132,216425,116.1375,134.6625,0,0,1,0.8624338624338624,2025,9,3,2.6390573296152584,2.7184303
144460,2025-09-12,9147,216425,115.425,131.8125,0,0,1,0.8756756756756756,2025,9,3,4.2626798770413155,4.1049533
144482,2025-09-12,9164,216425,118.275,131.1,0,0,1,0.9021739130434784,2025,9,3,3.8066624897703196,3.7008653
144520,2025-09-12,9190,216425,118.275,132.525,0,0,1,0.8924731182795699,2025,9,3,3.5553480614894135,3.5016963
144545,2025-09-12,9221,216425,111.8625,128.9625,0,0,1,0.867403314917127,2025,9,3,3.332204510175204,3.2388296
144566,2025-09-12,9250,216425,118.275,133.2375,0,0,1,0.8877005347593583,2025,9,3,4.343805421853684,4.1801863
144592,2025-09-12,9273,216425,116.1375,116.1375,0,0,0,1.0,2025,9,3,2.772588722239781,2.8904655
144613,2025-09-12,9279,216425,116.85,116.85,0,0,0,1.0,2025,9,3,3.295836866004329,3.1706033
