record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,sin_month,cos_month,Y_true,Y_pred
144318,2025-09-12,8991,216233,112.575,128.9625,0,0,1,0.8729281767955801,-1.0,-1.8369701987210297e-16,4.110873864173311,3.9756942
144342,2025-09-12,8911,216233,112.575,128.25,0,0,1,0.8777777777777778,-1.0,-1.8369701987210297e-16,3.871201010907891,3.5160315
144373,2025-09-12,9043,216233,118.275,118.275,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.6109179126442243,3.7676547
144392,2025-09-12,9092,216233,118.275,132.525,0,0,1,0.8924731182795699,-1.0,-1.8369701987210297e-16,2.9444389791664403,3.387854
144416,2025-09-12,9112,216233,116.85,116.85,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.553876891600541,4.553512
144441,2025-09-12,9132,216233,114.7125,114.7125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.871201010907891,3.6951382
144461,2025-09-12,9147,216233,118.275,118.275,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.174387269895637,4.1077013
144483,2025-09-12,9164,216233,116.1375,133.2375,0,0,1,0.8716577540106951,-1.0,-1.8369701987210297e-16,3.58351893845611,4.041852
144501,2025-09-12,9178,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-1.0,-1.8369701987210297e-16,2.3978952727983707,3.0608265
144521,2025-09-12,9190,216233,115.425,129.675,0,0,1,0.8901098901098901,-1.0,-1.8369701987210297e-16,4.276666119016055,4.4837475
144546,2025-09-12,9221,216233,113.2875,129.675,0,0,1,0.8736263736263735,-1.0,-1.8369701987210297e-16,4.110873864173311,4.0904307
144567,2025-09-12,9250,216233,118.275,118.275,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.127134385045092,4.4584794
144593,2025-09-12,9273,216233,112.575,126.825,0,0,1,0.8876404494382022,-1.0,-1.8369701987210297e-16,3.9889840465642745,4.1230435
144614,2025-09-12,9279,216233,111.8625,128.25,0,0,1,0.8722222222222222,-1.0,-1.8369701987210297e-16,3.912023005428146,3.6173167
144636,2025-09-12,9281,216233,112.575,125.4,0,0,1,0.8977272727272727,-1.0,-1.8369701987210297e-16,4.5217885770490405,4.1625776
144658,2025-09-12,9328,216233,116.85,116.85,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.58351893845611,3.7612493
144682,2025-09-12,9371,216233,118.9875,134.6625,0,0,1,0.8835978835978836,-1.0,-1.8369701987210297e-16,3.091042453358316,3.4433103
144699,2025-09-12,9442,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-1.0,-1.8369701987210297e-16,3.8501476017100584,3.8810532
144719,2025-09-12,9430,216233,118.9875,118.9875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.02535169073515,3.9134974
144739,2025-09-12,9439,216233,112.575,126.1125,0,0,1,0.8926553672316384,-1.0,-1.8369701987210297e-16,3.091042453358316,3.5141718
144778,2025-09-12,9432,216233,113.2875,131.1,0,0,1,0.8641304347826086,-1.0,-1.8369701987210297e-16,3.6888794541139363,3.5800357
144801,2025-09-12,9436,216233,115.425,115.425,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.970291913552122,3.9631686
144819,2025-09-12,9456,216233,111.8625,111.8625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.5263605246161616,3.6999073
144840,2025-09-12,9479,216233,116.1375,116.1375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.1354942159291497,3.7481196
144862,2025-09-12,9481,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-1.0,-1.8369701987210297e-16,4.605170185988092,4.484005
144886,2025-09-12,9490,216233,111.8625,128.9625,0,0,1,0.867403314917127,-1.0,-1.8369701987210297e-16,3.4965075614664802,3.6448636
144907,2025-09-12,9498,216233,111.8625,125.4,0,0,1,0.8920454545454545,-1.0,-1.8369701987210297e-16,4.31748811353631,4.049417
144928,2025-09-12,9532,216233,114.7125,129.675,0,0,1,0.8846153846153846,-1.0,-1.8369701987210297e-16,3.9889840465642745,4.249326
144950,2025-09-12,9578,216233,118.9875,133.2375,0,0,1,0.8930481283422459,-1.0,-1.8369701987210297e-16,3.9318256327243257,3.5492706
144970,2025-09-12,9672,216233,118.275,118.275,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.189654742026425,4.086633
144991,2025-09-12,9611,216233,117.5625,132.525,0,0,1,0.8870967741935484,-1.0,-1.8369701987210297e-16,4.290459441148391,4.268111
145016,2025-09-12,9613,216233,118.275,133.95,0,0,1,0.8829787234042554,-1.0,-1.8369701987210297e-16,4.330733340286331,4.516845
145043,2025-09-12,9632,216233,114.7125,114.7125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.8918202981106265,3.8105588
145062,2025-09-12,9680,216233,115.425,129.675,0,0,1,0.8901098901098901,-1.0,-1.8369701987210297e-16,3.332204510175204,3.3331475
145080,2025-09-12,9700,216233,118.9875,118.9875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,1.791759469228055,2.8357787
145094,2025-09-12,9713,216233,118.9875,118.9875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.332204510175204,3.8834012
145117,2025-09-12,9731,216233,116.1375,134.6625,0,0,1,0.8624338624338624,-1.0,-1.8369701987210297e-16,3.4339872044851463,3.8200295
145138,2025-09-12,9745,216233,120.4125,133.95,0,0,1,0.898936170212766,-1.0,-1.8369701987210297e-16,3.8918202981106265,4.2112365
145160,2025-09-12,9770,216233,116.1375,116.1375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.4011973816621555,3.642922
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.0794415416798357,2.9109251
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,-1.0,-1.8369701987210297e-16,4.060443010546419,4.024555
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.59511985013459,4.7988515
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.9889840465642745,3.9288273
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,-1.0,-1.8369701987210297e-16,3.713572066704308,3.9395733
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.787491742782046,4.8506265
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,-1.0,-1.8369701987210297e-16,3.4657359027997265,3.8548586
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,-1.0,-1.8369701987210297e-16,3.8066624897703196,3.732067
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.713572066704308,3.7635517
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,-1.0,-1.8369701987210297e-16,3.8501476017100584,4.0627866
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.8918202981106265,4.264002
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.143134726391533,4.083098
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,-1.0,-1.8369701987210297e-16,4.718498871295094,4.605824
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,-1.0,-1.8369701987210297e-16,3.1354942159291497,3.4718719
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,-1.0,-1.8369701987210297e-16,4.0943445622221,4.2595086
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,-1.0,-1.8369701987210297e-16,3.713572066704308,3.7445226
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.367295829986474,3.4439168
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,-1.0,-1.8369701987210297e-16,5.288267030694535,5.146053
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.454347296253507,4.1564837
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.6888794541139363,3.6551013
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,-1.0,-1.8369701987210297e-16,5.459585514144159,5.4447765
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,-1.0,-1.8369701987210297e-16,4.430816798843313,4.5757437
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,-1.0,-1.8369701987210297e-16,5.384495062789089,5.0476866
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.7612001156935624,3.7680302
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,-1.0,-1.8369701987210297e-16,3.8918202981106265,3.8036883
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.30406509320417,4.6289043
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.871201010907891,3.988531
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.9889840465642745,3.568466
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.204692619390966,4.1553197
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.1780538303479458,3.1094599
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,-1.0,-1.8369701987210297e-16,4.727387818712341,4.9515314
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,-1.0,-1.8369701987210297e-16,4.962844630259907,4.8384933
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.430816798843313,4.299768
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,-1.0,-1.8369701987210297e-16,3.6635616461296463,3.8099787
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.653960350157523,4.438606
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.07753744390572,3.9824526
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,-1.0,-1.8369701987210297e-16,5.198497031265826,5.3235707
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.382026634673881,4.5284114
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.356708826689592,4.6894417
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.8903717578961645,3.2130837
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,-1.0,-1.8369701987210297e-16,5.278114659230517,5.2306204
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,-1.0,-1.8369701987210297e-16,6.483107351457199,5.4400415
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.143134726391533,3.9619
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,-1.0,-1.8369701987210297e-16,3.8501476017100584,3.7515597
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.406719247264253,4.135736
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.3694478524670215,4.0432105
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.970291913552122,4.2266784
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.2626798770413155,4.113747
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.332204510175204,2.8716977
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,-1.0,-1.8369701987210297e-16,4.02535169073515,3.8454857
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.5553480614894135,3.6599507
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.1972245773362196,3.1200445
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.044522437723423,3.4674227
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,-1.0,-1.8369701987210297e-16,4.574710978503383,4.5403113
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,-1.0,-1.8369701987210297e-16,5.19295685089021,5.0662403
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.0943445622221,3.8152037
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.833213344056216,3.1343935
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.784189633918261,3.931863
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,-1.0,-1.8369701987210297e-16,3.8918202981106265,3.9782958
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,-1.0,-1.8369701987210297e-16,4.174387269895637,4.395475
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,5.147494476813453,5.2795196
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,-1.0,-1.8369701987210297e-16,5.480638923341991,5.451898
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.6390573296152584,3.0395176
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,-1.0,-1.8369701987210297e-16,2.8903717578961645,3.5749958
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,1.3862943611198906,1.918348
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.736198448394496,4.6917396
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.394449154672439,4.228113
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,-1.0,-1.8369701987210297e-16,5.093750200806762,4.9254694
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,-1.0,-1.8369701987210297e-16,2.995732273553991,3.6249144
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.332204510175204,3.5191414
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.367295829986474,3.0512514
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.997212273764115,5.0601625
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.007333185232471,4.053732
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,-1.0,-1.8369701987210297e-16,4.68213122712422,4.5763226
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,-1.0,-1.8369701987210297e-16,5.236441962829949,5.186042
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.394449154672439,4.388057
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,-1.0,-1.8369701987210297e-16,3.6375861597263857,3.6312037
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.367295829986474,3.09027
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.499809670330265,3.9406707
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,-1.0,-1.8369701987210297e-16,5.10594547390058,4.9471407
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.127134385045092,4.0111604
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.367295829986474,3.7747483
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.812184355372417,4.7243133
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.4849066497880004,2.287317
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.833213344056216,3.3692765
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.499809670330265,4.471265
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.672828834461906,4.3048735
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.6635616461296463,3.5084023
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,-1.0,-1.8369701987210297e-16,5.6240175061873385,5.40741
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,-1.0,-1.8369701987210297e-16,4.2626798770413155,4.423066
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.394449154672439,4.5251684
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,-1.0,-1.8369701987210297e-16,3.8501476017100584,3.576106
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,-1.0,-1.8369701987210297e-16,3.9318256327243257,3.9407382
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.9512437185814275,4.1592894
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.07753744390572,4.013249
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.6109179126442243,3.3987267
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.02535169073515,4.179135
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.4849066497880004,3.1518803
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,-1.0,-1.8369701987210297e-16,4.68213122712422,4.6391363
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.394449154672439,4.4731493
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.2626798770413155,4.1674476
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.4657359027997265,3.3350592
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.302585092994046,2.3162785
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.58351893845611,3.9948099
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.5263605246161616,3.4686952
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,-1.0,-1.8369701987210297e-16,5.087596335232384,5.058386
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.3978952727983707,2.3992186
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.356708826689592,4.298414
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.276666119016055,4.217401
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.276666119016055,3.8780107
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,-1.0,-1.8369701987210297e-16,4.8283137373023015,4.788437
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.58351893845611,3.3716295
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.02535169073515,3.821224
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.784189633918261,3.7593277
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.110873864173311,4.0540257
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.258096538021482,3.5375676
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.5263605246161616,3.7832813
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.784189633918261,3.8105729
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.70805020110221,2.5446212
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,-1.0,-1.8369701987210297e-16,3.8918202981106265,3.6098764
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.8501476017100584,3.690942
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.4339872044851463,3.2526784
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,-1.0,-1.8369701987210297e-16,4.382026634673881,4.5034037
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,-1.0,-1.8369701987210297e-16,4.804021044733257,4.8781333
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.4011973816621555,3.6754668
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.1354942159291497,3.0449426
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.6375861597263857,3.8030365
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,-1.0,-1.8369701987210297e-16,4.189654742026425,3.8499837
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,-1.0,-1.8369701987210297e-16,4.1588830833596715,4.184779
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,-1.0,-1.8369701987210297e-16,4.812184355372417,4.8937926
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,-1.0,-1.8369701987210297e-16,4.962844630259907,5.1749926
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.091042453358316,2.9404068
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,-1.0,-1.8369701987210297e-16,3.295836866004329,3.5939608
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.31748811353631,4.304379
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.044522437723423,3.5271125
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,-1.0,-1.8369701987210297e-16,4.276666119016055,4.6180854
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.6375861597263857,3.5177362
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,-1.0,-1.8369701987210297e-16,2.995732273553991,2.9916606
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.174387269895637,4.4889235
145247,2025-09-12,9837,216419,106.875,106.875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,3.8066624897703196,3.781425
145266,2025-09-12,9809,216419,106.1625,106.1625,0,1,0,1.0,-1.0,-1.8369701987210297e-16,4.465908118654584,4.428241
145286,2025-09-12,9845,216419,101.8875,101.8875,0,0,0,1.0,-1.0,-1.8369701987210297e-16,4.61512051684126,4.7807803
