record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,week_of_year,Y_true,Y_pred
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,37,4.430816798843313,4.269069
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,37,3.6635616461296463,3.7978156
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,37,4.653960350157523,4.460711
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,37,4.07753744390572,4.0062313
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,37,5.198497031265826,5.313759
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,37,4.382026634673881,4.5320635
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,37,4.356708826689592,4.70403
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,37,2.8903717578961645,3.234907
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,37,5.278114659230517,5.243888
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,37,6.483107351457199,5.594607
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,37,4.143134726391533,3.9654498
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,37,3.8501476017100584,3.729673
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,37,4.406719247264253,4.1581726
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,37,4.3694478524670215,4.097189
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,37,3.970291913552122,4.23959
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,37,4.2626798770413155,4.1872115
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,37,3.332204510175204,2.77929
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,37,4.02535169073515,3.8868291
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,37,3.5553480614894135,3.5994048
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,37,2.1972245773362196,3.148483
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,37,3.044522437723423,3.3906312
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,37,4.574710978503383,4.4923663
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,37,5.19295685089021,5.0706773
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,37,4.0943445622221,3.7949374
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,37,2.833213344056216,3.0821848
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,37,3.784189633918261,3.9008741
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,37,3.8918202981106265,4.0202475
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,37,4.174387269895637,4.4144154
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,37,5.147494476813453,5.251739
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,37,5.480638923341991,5.4640827
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,37,2.6390573296152584,3.0501919
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,37,2.8903717578961645,3.5277283
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,37,1.3862943611198906,2.0267284
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,37,4.736198448394496,4.7067094
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,37,4.394449154672439,4.2478085
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,37,5.093750200806762,4.901073
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,37,2.995732273553991,3.536302
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,37,3.332204510175204,3.5151043
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,37,3.367295829986474,3.082808
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,37,4.997212273764115,5.0378876
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,37,4.007333185232471,4.0576496
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,37,4.68213122712422,4.600773
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,37,5.236441962829949,5.235375
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,37,4.394449154672439,4.34814
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,37,3.6375861597263857,3.5169077
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,37,3.367295829986474,3.027795
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,37,4.499809670330265,3.924142
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,37,5.10594547390058,4.9410305
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,37,4.127134385045092,3.971515
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,37,3.367295829986474,3.7805521
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,37,4.812184355372417,4.724655
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,37,2.4849066497880004,2.3150995
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,37,2.833213344056216,3.30232
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,37,4.499809670330265,4.472404
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,37,4.672828834461906,4.3169208
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,37,3.6635616461296463,3.4971175
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,37,5.6240175061873385,5.3528123
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,37,4.2626798770413155,4.443831
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,37,4.394449154672439,4.505015
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,37,3.8501476017100584,3.5514066
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,37,3.9318256327243257,3.9074354
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,37,3.9512437185814275,4.1376643
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,37,4.07753744390572,3.9974551
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,37,3.6109179126442243,3.3867311
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,37,4.02535169073515,4.1523485
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,37,2.4849066497880004,3.0269272
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,37,4.68213122712422,4.6586666
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,37,4.394449154672439,4.4656453
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,37,4.2626798770413155,4.1892424
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,37,3.4657359027997265,3.3114636
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,37,2.302585092994046,2.2134433
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,37,3.58351893845611,3.9910986
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,37,3.5263605246161616,3.4842582
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,37,5.087596335232384,5.066701
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,37,2.3978952727983707,2.4015002
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,37,4.356708826689592,4.309768
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,37,4.276666119016055,4.2594085
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,37,4.276666119016055,3.8611667
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,37,4.8283137373023015,4.800733
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,37,3.58351893845611,3.3959212
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,37,4.02535169073515,3.829306
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,37,3.784189633918261,3.698951
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,37,4.110873864173311,4.026119
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,37,3.258096538021482,3.5277963
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,37,3.5263605246161616,3.7214916
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,37,3.784189633918261,3.8283997
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,37,2.70805020110221,2.5917718
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,37,3.8918202981106265,3.6869135
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,37,3.8501476017100584,3.6474779
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,37,3.4339872044851463,3.2644444
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,37,4.382026634673881,4.4824586
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,37,4.804021044733257,4.899802
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,37,3.4011973816621555,3.6369343
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,37,3.1354942159291497,2.9814315
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,37,3.6375861597263857,3.7351575
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,37,4.189654742026425,3.9571655
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,37,4.1588830833596715,4.1771307
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,37,4.812184355372417,4.9002023
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,37,4.962844630259907,5.1661587
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,37,3.091042453358316,2.864189
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,37,3.295836866004329,3.540092
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,37,4.31748811353631,4.311099
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,37,3.044522437723423,3.4388475
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,37,4.276666119016055,4.6263843
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,37,3.6375861597263857,3.5196314
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,37,2.995732273553991,2.9532166
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,37,4.174387269895637,4.455018
145247,2025-09-12,9837,216419,106.875,106.875,0,0,0,1.0,37,3.8066624897703196,3.7239404
145266,2025-09-12,9809,216419,106.1625,106.1625,0,1,0,1.0,37,4.465908118654584,4.4197297
145286,2025-09-12,9845,216419,101.8875,101.8875,0,0,0,1.0,37,4.61512051684126,4.7909656
145313,2025-09-12,9872,216419,88.35,88.35,0,0,0,1.0,37,4.04305126783455,4.1456194
145355,2025-09-12,9879,216419,85.5,85.5,0,0,0,1.0,37,3.1780538303479458,3.3995857
145373,2025-09-12,9880,216419,86.2125,86.2125,0,0,0,1.0,37,4.532599493153256,4.0620823
145395,2025-09-12,9881,216419,104.7375,106.875,0,1,1,0.98,37,4.68213122712422,4.6446404
145419,2025-09-12,9890,216419,98.325,98.325,0,0,0,1.0,37,3.6635616461296463,3.7190702
145437,2025-09-12,9909,216419,106.875,106.875,0,0,0,1.0,37,3.4011973816621555,3.5435808
145456,2025-09-12,9954,216419,88.35,88.35,0,0,0,1.0,37,4.1588830833596715,3.6620145
145479,2025-09-12,9961,216419,106.1625,106.1625,0,0,0,1.0,37,4.330733340286331,4.301389
145505,2025-09-12,9984,216419,87.6375,87.6375,0,0,0,1.0,37,3.4011973816621555,3.8643744
143887,2025-09-12,8091,216425,118.275,118.275,0,0,0,1.0,37,3.5263605246161616,3.4742742
143906,2025-09-12,8095,216425,116.85,116.85,0,0,0,1.0,37,4.553876891600541,4.6008577
143931,2025-09-12,8094,216425,114.7125,132.525,0,0,1,0.8655913978494624,37,3.6109179126442243,3.482694
143982,2025-09-12,8023,216425,117.5625,117.5625,0,0,0,1.0,37,4.5217885770490405,4.6329336
144006,2025-09-12,8058,216425,118.275,118.275,0,0,0,1.0,37,3.8066624897703196,3.8202703
144031,2025-09-12,8222,216425,117.5625,132.525,0,0,1,0.8870967741935484,37,4.718498871295094,4.5560303
144055,2025-09-12,8121,216425,111.8625,133.2375,0,0,1,0.8395721925133689,37,2.6390573296152584,3.198792
144076,2025-09-12,8218,216425,109.0125,109.0125,0,0,0,1.0,37,2.9444389791664403,2.7810285
144098,2025-09-12,8317,216425,115.425,134.6625,0,0,1,0.8571428571428572,37,3.367295829986474,3.1459649
144122,2025-09-12,8319,216425,114.7125,134.6625,0,0,1,0.851851851851852,37,2.8903717578961645,3.0359278
144140,2025-09-12,8392,216425,114.7125,130.3875,0,0,1,0.8797814207650274,37,2.995732273553991,3.0867164
144159,2025-09-12,8398,216425,114.0,133.2375,0,0,1,0.8556149732620321,37,4.276666119016055,4.096092
144181,2025-09-12,8400,216425,118.275,131.8125,0,0,1,0.8972972972972973,37,3.7376696182833684,3.809207
144222,2025-09-12,8438,216425,116.1375,116.1375,0,0,0,1.0,37,3.4965075614664802,3.6572967
144266,2025-09-12,8562,216425,118.275,133.2375,0,0,1,0.8877005347593583,37,4.143134726391533,4.0173993
144294,2025-09-12,8869,216425,116.85,133.95,0,0,1,0.8723404255319149,37,4.2626798770413155,4.4038224
144317,2025-09-12,8991,216425,114.0,114.0,0,0,0,1.0,37,3.4657359027997265,3.4642935
144341,2025-09-12,8911,216425,113.2875,113.2875,0,0,0,1.0,37,2.9444389791664403,3.0956216
144372,2025-09-12,9043,216425,118.9875,118.9875,0,0,0,1.0,37,3.4965075614664802,3.5028002
144391,2025-09-12,9092,216425,118.275,134.6625,0,0,1,0.8783068783068784,37,3.091042453358316,2.5041075
144415,2025-09-12,9112,216425,117.5625,117.5625,0,0,0,1.0,37,4.406719247264253,4.4162493
144440,2025-09-12,9132,216425,116.1375,134.6625,0,0,1,0.8624338624338624,37,2.6390573296152584,2.9655836
144460,2025-09-12,9147,216425,115.425,131.8125,0,0,1,0.8756756756756756,37,4.2626798770413155,4.2525806
144482,2025-09-12,9164,216425,118.275,131.1,0,0,1,0.9021739130434784,37,3.8066624897703196,3.847221
144520,2025-09-12,9190,216425,118.275,132.525,0,0,1,0.8924731182795699,37,3.5553480614894135,3.6057863
144545,2025-09-12,9221,216425,111.8625,128.9625,0,0,1,0.867403314917127,37,3.332204510175204,3.2348666
144566,2025-09-12,9250,216425,118.275,133.2375,0,0,1,0.8877005347593583,37,4.343805421853684,4.311197
144592,2025-09-12,9273,216425,116.1375,116.1375,0,0,0,1.0,37,2.772588722239781,3.0101783
144613,2025-09-12,9279,216425,116.85,116.85,0,0,0,1.0,37,3.295836866004329,3.243454
144635,2025-09-12,9281,216425,113.2875,130.3875,0,0,1,0.8688524590163935,37,3.5263605246161616,3.29462
144657,2025-09-12,9328,216425,113.2875,133.2375,0,0,1,0.8502673796791442,37,3.091042453358316,3.067031
144681,2025-09-12,9371,216425,117.5625,131.8125,0,0,1,0.8918918918918919,37,3.4339872044851463,3.6580377
144698,2025-09-12,9442,216425,117.5625,117.5625,0,0,0,1.0,37,3.4011973816621555,3.5631065
144718,2025-09-12,9430,216425,117.5625,117.5625,0,0,0,1.0,37,3.713572066704308,3.7193248
144738,2025-09-12,9439,216425,116.85,131.8125,0,0,1,0.8864864864864864,37,3.332204510175204,2.9231074
144754,2025-09-12,9425,216425,111.8625,111.8625,0,0,0,1.0,37,2.302585092994046,2.6814992
144777,2025-09-12,9432,216425,116.1375,116.1375,0,0,0,1.0,37,3.4657359027997265,3.2637143
144818,2025-09-12,9456,216425,118.275,118.275,0,0,0,1.0,37,3.4011973816621555,2.889026
144839,2025-09-12,9479,216425,118.275,132.525,0,0,1,0.8924731182795699,37,3.1780538303479458,3.324338
144861,2025-09-12,9481,216425,116.1375,116.1375,0,0,0,1.0,37,4.532599493153256,4.507046
144885,2025-09-12,9490,216425,114.7125,114.7125,0,0,0,1.0,37,3.295836866004329,2.904964
144906,2025-09-12,9498,216425,112.575,112.575,0,0,0,1.0,37,3.5263605246161616,3.6575866
144927,2025-09-12,9532,216425,117.5625,117.5625,0,0,0,1.0,37,3.7376696182833684,3.6073718
144949,2025-09-12,9578,216425,114.7125,134.6625,0,0,1,0.851851851851852,37,2.8903717578961645,3.2797084
144969,2025-09-12,9672,216425,116.85,116.85,0,0,0,1.0,37,4.0943445622221,4.0416
144990,2025-09-12,9611,216425,115.425,115.425,0,0,0,1.0,37,4.290459441148391,4.306913
145015,2025-09-12,9613,216425,116.85,116.85,0,0,0,1.0,37,4.143134726391533,4.5533447
145042,2025-09-12,9632,216425,113.2875,130.3875,0,0,1,0.8688524590163935,37,3.367295829986474,2.8497863
145061,2025-09-12,9680,216425,112.575,128.9625,0,0,1,0.8729281767955801,37,2.995732273553991,2.8765113
145093,2025-09-12,9713,216425,117.5625,117.5625,0,0,0,1.0,37,3.8918202981106265,3.848172
145116,2025-09-12,9731,216425,118.9875,118.9875,0,0,0,1.0,37,3.6888794541139363,3.6039848
145137,2025-09-12,9745,216425,118.275,118.275,0,0,0,1.0,37,3.58351893845611,3.805656
