record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,is_month_start,is_month_end,Y_true,Y_pred
144295,2025-09-12,8869,216233,118.275,118.275,0,0,0,1.0,0,0,4.2626798770413155,4.152035
144318,2025-09-12,8991,216233,112.575,128.9625,0,0,1,0.8729281767955801,0,0,4.110873864173311,3.9523413
144342,2025-09-12,8911,216233,112.575,128.25,0,0,1,0.8777777777777778,0,0,3.871201010907891,3.4380975
144373,2025-09-12,9043,216233,118.275,118.275,0,0,0,1.0,0,0,3.6109179126442243,3.560846
144392,2025-09-12,9092,216233,118.275,132.525,0,0,1,0.8924731182795699,0,0,2.9444389791664403,3.3801968
144416,2025-09-12,9112,216233,116.85,116.85,0,0,0,1.0,0,0,4.553876891600541,4.445521
144441,2025-09-12,9132,216233,114.7125,114.7125,0,0,0,1.0,0,0,3.871201010907891,3.4854224
144461,2025-09-12,9147,216233,118.275,118.275,0,0,0,1.0,0,0,4.174387269895637,3.9676905
144483,2025-09-12,9164,216233,116.1375,133.2375,0,0,1,0.8716577540106951,0,0,3.58351893845611,4.0001025
144501,2025-09-12,9178,216233,117.5625,133.2375,0,0,1,0.8823529411764706,0,0,2.3978952727983707,2.9792848
144521,2025-09-12,9190,216233,115.425,129.675,0,0,1,0.8901098901098901,0,0,4.276666119016055,4.431114
144546,2025-09-12,9221,216233,113.2875,129.675,0,0,1,0.8736263736263735,0,0,4.110873864173311,4.1007333
144567,2025-09-12,9250,216233,118.275,118.275,0,0,0,1.0,0,0,4.127134385045092,4.217236
144593,2025-09-12,9273,216233,112.575,126.825,0,0,1,0.8876404494382022,0,0,3.9889840465642745,4.105627
144614,2025-09-12,9279,216233,111.8625,128.25,0,0,1,0.8722222222222222,0,0,3.912023005428146,3.5528493
144636,2025-09-12,9281,216233,112.575,125.4,0,0,1,0.8977272727272727,0,0,4.5217885770490405,4.138326
144658,2025-09-12,9328,216233,116.85,116.85,0,0,0,1.0,0,0,3.58351893845611,3.6456592
144682,2025-09-12,9371,216233,118.9875,134.6625,0,0,1,0.8835978835978836,0,0,3.091042453358316,3.4311
144699,2025-09-12,9442,216233,117.5625,133.2375,0,0,1,0.8823529411764706,0,0,3.8501476017100584,3.8045108
144719,2025-09-12,9430,216233,118.9875,118.9875,0,0,0,1.0,0,0,4.02535169073515,3.700614
144739,2025-09-12,9439,216233,112.575,126.1125,0,0,1,0.8926553672316384,0,0,3.091042453358316,3.4655402
144778,2025-09-12,9432,216233,113.2875,131.1,0,0,1,0.8641304347826086,0,0,3.6888794541139363,3.5341773
144801,2025-09-12,9436,216233,115.425,115.425,0,0,0,1.0,0,0,3.970291913552122,3.7882473
144819,2025-09-12,9456,216233,111.8625,111.8625,0,0,0,1.0,0,0,3.5263605246161616,3.463768
144840,2025-09-12,9479,216233,116.1375,116.1375,0,0,0,1.0,0,0,3.1354942159291497,3.552613
144862,2025-09-12,9481,216233,117.5625,133.2375,0,0,1,0.8823529411764706,0,0,4.605170185988092,4.4638934
144886,2025-09-12,9490,216233,111.8625,128.9625,0,0,1,0.867403314917127,0,0,3.4965075614664802,3.590738
144907,2025-09-12,9498,216233,111.8625,125.4,0,0,1,0.8920454545454545,0,0,4.31748811353631,4.096333
144928,2025-09-12,9532,216233,114.7125,129.675,0,0,1,0.8846153846153846,0,0,3.9889840465642745,4.196606
144950,2025-09-12,9578,216233,118.9875,133.2375,0,0,1,0.8930481283422459,0,0,3.9318256327243257,3.4650764
144970,2025-09-12,9672,216233,118.275,118.275,0,0,0,1.0,0,0,4.189654742026425,3.896186
144991,2025-09-12,9611,216233,117.5625,132.525,0,0,1,0.8870967741935484,0,0,4.290459441148391,4.284853
145016,2025-09-12,9613,216233,118.275,133.95,0,0,1,0.8829787234042554,0,0,4.330733340286331,4.5071187
145043,2025-09-12,9632,216233,114.7125,114.7125,0,0,0,1.0,0,0,3.8918202981106265,3.6407263
145062,2025-09-12,9680,216233,115.425,129.675,0,0,1,0.8901098901098901,0,0,3.332204510175204,3.2974868
145080,2025-09-12,9700,216233,118.9875,118.9875,0,0,0,1.0,0,0,1.791759469228055,2.4908004
145094,2025-09-12,9713,216233,118.9875,118.9875,0,0,0,1.0,0,0,3.332204510175204,3.6293395
145117,2025-09-12,9731,216233,116.1375,134.6625,0,0,1,0.8624338624338624,0,0,3.4339872044851463,3.7917275
145138,2025-09-12,9745,216233,120.4125,133.95,0,0,1,0.898936170212766,0,0,3.8918202981106265,4.1138225
145160,2025-09-12,9770,216233,116.1375,116.1375,0,0,0,1.0,0,0,3.4011973816621555,3.5295074
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,0,0,2.0794415416798357,2.7140977
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,0,0,4.060443010546419,3.9371626
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,0,0,4.59511985013459,4.5600934
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,0,0,3.9889840465642745,3.7180014
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,0,0,3.713572066704308,3.944354
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,0,0,4.787491742782046,4.637312
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,0,0,3.4657359027997265,3.8806162
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,0,0,3.8066624897703196,3.6323235
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,0,0,3.713572066704308,3.6511958
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,0,0,3.8501476017100584,4.006914
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,0,0,3.8918202981106265,4.018595
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,0,0,4.143134726391533,3.7769496
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,0,0,4.718498871295094,4.604428
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,0,0,3.1354942159291497,3.4517925
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,0,0,4.0943445622221,4.2857676
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,0,0,3.713572066704308,3.6801836
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,0,0,3.367295829986474,3.3099377
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,0,0,5.288267030694535,5.1065273
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,0,0,4.454347296253507,4.236836
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,0,0,3.6888794541139363,3.8144634
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,0,0,5.459585514144159,5.541636
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,0,0,4.430816798843313,4.538734
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,0,0,5.384495062789089,5.0399003
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,0,0,3.7612001156935624,3.740002
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,0,0,3.8918202981106265,3.9075267
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,0,0,4.30406509320417,4.5917344
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,0,0,3.871201010907891,3.9978626
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,0,0,3.9889840465642745,3.5736444
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,0,0,4.204692619390966,4.131538
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,0,0,3.1780538303479458,2.948137
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,0,0,4.727387818712341,5.044915
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,0,0,4.962844630259907,4.890433
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,0,0,4.430816798843313,4.3499584
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,0,0,3.6635616461296463,3.9968443
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,0,0,4.653960350157523,4.3788576
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,0,0,4.07753744390572,4.0826173
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,0,0,5.198497031265826,5.365622
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,0,0,4.382026634673881,4.540377
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,0,0,4.356708826689592,4.7265196
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,0,0,2.8903717578961645,3.299678
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,0,0,5.278114659230517,5.3169913
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,0,0,6.483107351457199,5.6484065
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,0,0,4.143134726391533,4.0342283
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,0,0,3.8501476017100584,3.742744
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,0,0,4.406719247264253,4.199906
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,0,0,4.3694478524670215,4.079329
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,0,0,3.970291913552122,4.185966
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,0,0,4.2626798770413155,4.204203
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,0,0,3.332204510175204,2.8537114
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,0,0,4.02535169073515,3.9181507
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,0,0,3.5553480614894135,3.6052415
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,0,0,2.1972245773362196,3.1191545
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,0,0,3.044522437723423,3.4221334
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,0,0,4.574710978503383,4.497645
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,0,0,5.19295685089021,5.0334096
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,0,0,4.0943445622221,3.8663588
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,0,0,2.833213344056216,3.1509092
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,0,0,3.784189633918261,3.8389332
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,0,0,3.8918202981106265,4.1174145
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,0,0,4.174387269895637,4.481756
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,0,0,5.147494476813453,5.300248
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,0,0,5.480638923341991,5.4681587
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,0,0,2.6390573296152584,3.1025133
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,0,0,2.8903717578961645,3.5643406
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,0,0,1.3862943611198906,2.1973405
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,0,0,4.736198448394496,4.7150993
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,0,0,4.394449154672439,4.2874317
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,0,0,5.093750200806762,4.8573422
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,0,0,2.995732273553991,3.5757346
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,0,0,3.332204510175204,3.554867
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,0,0,3.367295829986474,3.098461
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,0,0,4.997212273764115,5.0610714
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,0,0,4.007333185232471,4.073074
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,0,0,4.68213122712422,4.6355534
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,0,0,5.236441962829949,5.2943377
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,0,0,4.394449154672439,4.372358
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,0,0,3.6375861597263857,3.560209
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,0,0,3.367295829986474,3.0334299
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,0,0,4.499809670330265,3.9977503
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,0,0,5.10594547390058,4.8800406
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,0,0,4.127134385045092,3.9614577
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,0,0,3.367295829986474,3.722772
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,0,0,4.812184355372417,4.807728
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,0,0,2.4849066497880004,2.3806386
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,0,0,2.833213344056216,3.242526
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,0,0,4.499809670330265,4.4803166
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,0,0,4.672828834461906,4.38637
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,0,0,3.6635616461296463,3.4848163
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,0,0,5.6240175061873385,5.427614
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,0,0,4.2626798770413155,4.4889703
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,0,0,4.394449154672439,4.5524273
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,0,0,3.8501476017100584,3.611901
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,0,0,3.9318256327243257,3.9538987
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,0,0,3.9512437185814275,4.1936903
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,0,0,4.07753744390572,3.9844208
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,0,0,3.6109179126442243,3.4305546
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,0,0,4.02535169073515,4.1311793
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,0,0,2.4849066497880004,2.9518592
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,0,0,4.68213122712422,4.7137356
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,0,0,4.394449154672439,4.47676
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,0,0,4.2626798770413155,4.255412
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,0,0,3.4657359027997265,3.2872741
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,0,0,2.302585092994046,2.3262117
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,0,0,3.58351893845611,3.9345036
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,0,0,3.5263605246161616,3.5516825
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,0,0,5.087596335232384,5.053021
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,0,0,2.3978952727983707,2.4203584
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,0,0,4.356708826689592,4.3802037
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,0,0,4.276666119016055,4.289538
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,0,0,4.276666119016055,3.8384862
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,0,0,4.8283137373023015,4.9211283
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,0,0,3.58351893845611,3.5375023
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,0,0,4.02535169073515,3.8777897
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,0,0,3.784189633918261,3.6415572
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,0,0,4.110873864173311,4.0501866
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,0,0,3.258096538021482,3.6302044
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,0,0,3.5263605246161616,3.7297962
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,0,0,3.784189633918261,3.8564174
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,0,0,2.70805020110221,2.6914136
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,0,0,3.8918202981106265,3.714059
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,0,0,3.8501476017100584,3.6224287
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,0,0,3.4339872044851463,3.297088
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,0,0,4.382026634673881,4.4317555
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,0,0,4.804021044733257,4.8995886
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,0,0,3.4011973816621555,3.703675
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,0,0,3.1354942159291497,3.098224
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,0,0,3.6375861597263857,3.7322829
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,0,0,4.189654742026425,4.112833
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,0,0,4.1588830833596715,4.2004557
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,0,0,4.812184355372417,4.9228387
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,0,0,4.962844630259907,5.195448
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,0,0,3.091042453358316,2.941964
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,0,0,3.295836866004329,3.590112
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,0,0,4.31748811353631,4.244195
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,0,0,3.044522437723423,3.5071943
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,0,0,4.276666119016055,4.5886574
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,0,0,3.6375861597263857,3.5752814
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,0,0,2.995732273553991,2.9562566
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,0,0,4.174387269895637,4.596047
145247,2025-09-12,9837,216419,106.875,106.875,0,0,0,1.0,0,0,3.8066624897703196,3.7576063
145266,2025-09-12,9809,216419,106.1625,106.1625,0,1,0,1.0,0,0,4.465908118654584,4.451846
145286,2025-09-12,9845,216419,101.8875,101.8875,0,0,0,1.0,0,0,4.61512051684126,4.9701633
145313,2025-09-12,9872,216419,88.35,88.35,0,0,0,1.0,0,0,4.04305126783455,4.2125053
145355,2025-09-12,9879,216419,85.5,85.5,0,0,0,1.0,0,0,3.1780538303479458,3.3788176
145373,2025-09-12,9880,216419,86.2125,86.2125,0,0,0,1.0,0,0,4.532599493153256,4.02976
145395,2025-09-12,9881,216419,104.7375,106.875,0,1,1,0.98,0,0,4.68213122712422,4.554661
145419,2025-09-12,9890,216419,98.325,98.325,0,0,0,1.0,0,0,3.6635616461296463,3.7387767
145437,2025-09-12,9909,216419,106.875,106.875,0,0,0,1.0,0,0,3.4011973816621555,3.4668179
145456,2025-09-12,9954,216419,88.35,88.35,0,0,0,1.0,0,0,4.1588830833596715,3.653882
145479,2025-09-12,9961,216419,106.1625,106.1625,0,0,0,1.0,0,0,4.330733340286331,4.3629084
145505,2025-09-12,9984,216419,87.6375,87.6375,0,0,0,1.0,0,0,3.4011973816621555,3.8666177
143887,2025-09-12,8091,216425,118.275,118.275,0,0,0,1.0,0,0,3.5263605246161616,3.2914765
143906,2025-09-12,8095,216425,116.85,116.85,0,0,0,1.0,0,0,4.553876891600541,4.402165
143931,2025-09-12,8094,216425,114.7125,132.525,0,0,1,0.8655913978494624,0,0,3.6109179126442243,3.3801143
143982,2025-09-12,8023,216425,117.5625,117.5625,0,0,0,1.0,0,0,4.5217885770490405,4.458297
144006,2025-09-12,8058,216425,118.275,118.275,0,0,0,1.0,0,0,3.8066624897703196,3.5565355
144031,2025-09-12,8222,216425,117.5625,132.525,0,0,1,0.8870967741935484,0,0,4.718498871295094,4.510058
144055,2025-09-12,8121,216425,111.8625,133.2375,0,0,1,0.8395721925133689,0,0,2.6390573296152584,3.0472794
144076,2025-09-12,8218,216425,109.0125,109.0125,0,0,0,1.0,0,0,2.9444389791664403,2.4661248
144098,2025-09-12,8317,216425,115.425,134.6625,0,0,1,0.8571428571428572,0,0,3.367295829986474,3.0624237
144122,2025-09-12,8319,216425,114.7125,134.6625,0,0,1,0.851851851851852,0,0,2.8903717578961645,2.8946009
144140,2025-09-12,8392,216425,114.7125,130.3875,0,0,1,0.8797814207650274,0,0,2.995732273553991,2.9187813
144159,2025-09-12,8398,216425,114.0,133.2375,0,0,1,0.8556149732620321,0,0,4.276666119016055,4.050545
144181,2025-09-12,8400,216425,118.275,131.8125,0,0,1,0.8972972972972973,0,0,3.7376696182833684,3.7789392
144222,2025-09-12,8438,216425,116.1375,116.1375,0,0,0,1.0,0,0,3.4965075614664802,3.4169877
144266,2025-09-12,8562,216425,118.275,133.2375,0,0,1,0.8877005347593583,0,0,4.143134726391533,4.015312
144294,2025-09-12,8869,216425,116.85,133.95,0,0,1,0.8723404255319149,0,0,4.2626798770413155,4.376338
144317,2025-09-12,8991,216425,114.0,114.0,0,0,0,1.0,0,0,3.4657359027997265,3.1149423
144341,2025-09-12,8911,216425,113.2875,113.2875,0,0,0,1.0,0,0,2.9444389791664403,2.8808892
144372,2025-09-12,9043,216425,118.9875,118.9875,0,0,0,1.0,0,0,3.4965075614664802,3.3827894
144391,2025-09-12,9092,216425,118.275,134.6625,0,0,1,0.8783068783068784,0,0,3.091042453358316,2.5094302
144415,2025-09-12,9112,216425,117.5625,117.5625,0,0,0,1.0,0,0,4.406719247264253,4.1721077
144440,2025-09-12,9132,216425,116.1375,134.6625,0,0,1,0.8624338624338624,0,0,2.6390573296152584,2.799608
144460,2025-09-12,9147,216425,115.425,131.8125,0,0,1,0.8756756756756756,0,0,4.2626798770413155,4.1022468
144482,2025-09-12,9164,216425,118.275,131.1,0,0,1,0.9021739130434784,0,0,3.8066624897703196,3.7538722
144520,2025-09-12,9190,216425,118.275,132.525,0,0,1,0.8924731182795699,0,0,3.5553480614894135,3.514025
144545,2025-09-12,9221,216425,111.8625,128.9625,0,0,1,0.867403314917127,0,0,3.332204510175204,3.2262716
144566,2025-09-12,9250,216425,118.275,133.2375,0,0,1,0.8877005347593583,0,0,4.343805421853684,4.286464
144592,2025-09-12,9273,216425,116.1375,116.1375,0,0,0,1.0,0,0,2.772588722239781,2.826399
144613,2025-09-12,9279,216425,116.85,116.85,0,0,0,1.0,0,0,3.295836866004329,3.0010185
144635,2025-09-12,9281,216425,113.2875,130.3875,0,0,1,0.8688524590163935,0,0,3.5263605246161616,3.2599933
144657,2025-09-12,9328,216425,113.2875,133.2375,0,0,1,0.8502673796791442,0,0,3.091042453358316,2.9756844
144681,2025-09-12,9371,216425,117.5625,131.8125,0,0,1,0.8918918918918919,0,0,3.4339872044851463,3.638331
144698,2025-09-12,9442,216425,117.5625,117.5625,0,0,0,1.0,0,0,3.4011973816621555,3.363432
144718,2025-09-12,9430,216425,117.5625,117.5625,0,0,0,1.0,0,0,3.713572066704308,3.5591307
144738,2025-09-12,9439,216425,116.85,131.8125,0,0,1,0.8864864864864864,0,0,3.332204510175204,2.8721848
144754,2025-09-12,9425,216425,111.8625,111.8625,0,0,0,1.0,0,0,2.302585092994046,2.541173
144777,2025-09-12,9432,216425,116.1375,116.1375,0,0,0,1.0,0,0,3.4657359027997265,3.0075922
144818,2025-09-12,9456,216425,118.275,118.275,0,0,0,1.0,0,0,3.4011973816621555,2.7357893
144839,2025-09-12,9479,216425,118.275,132.525,0,0,1,0.8924731182795699,0,0,3.1780538303479458,3.2252963
144861,2025-09-12,9481,216425,116.1375,116.1375,0,0,0,1.0,0,0,4.532599493153256,4.31364
144885,2025-09-12,9490,216425,114.7125,114.7125,0,0,0,1.0,0,0,3.295836866004329,2.4990077
144906,2025-09-12,9498,216425,112.575,112.575,0,0,0,1.0,0,0,3.5263605246161616,3.234851
