record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,quarter,Y_true,Y_pred
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,3,2.0794415416798357,2.7998219
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,3,4.060443010546419,4.080916
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,3,4.59511985013459,4.737584
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,3,3.9889840465642745,3.8592486
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,3,3.713572066704308,3.979314
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,3,4.787491742782046,4.822819
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,3,3.4657359027997265,3.8783278
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,3,3.8066624897703196,3.7791831
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,3,3.713572066704308,3.8233507
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,3,3.8501476017100584,4.0847783
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,3,3.8918202981106265,4.2336183
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,3,4.143134726391533,4.0370307
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,3,4.718498871295094,4.5842385
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,3,3.1354942159291497,3.556982
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,3,4.0943445622221,4.3046045
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,3,3.713572066704308,3.756039
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,3,3.367295829986474,3.2898562
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,3,5.288267030694535,5.145523
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,3,4.454347296253507,4.08542
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,3,3.6888794541139363,3.6207266
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,3,5.459585514144159,5.435356
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,3,4.430816798843313,4.5507216
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,3,5.384495062789089,5.019624
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,3,3.7612001156935624,3.7035537
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,3,3.8918202981106265,3.8061857
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,3,4.30406509320417,4.5875206
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,3,3.871201010907891,3.9805248
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,3,3.9889840465642745,3.4401686
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,3,4.204692619390966,4.067661
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,3,3.1780538303479458,2.8518689
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,3,4.727387818712341,4.9848223
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,3,4.962844630259907,4.8161316
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,3,4.430816798843313,4.2371345
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,3,3.6635616461296463,3.8370984
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,3,4.653960350157523,4.3972707
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,3,4.07753744390572,3.925274
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,3,5.198497031265826,5.3107386
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,3,4.382026634673881,4.531219
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,3,4.356708826689592,4.6472297
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,3,2.8903717578961645,3.1874769
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,3,5.278114659230517,5.250236
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,3,6.483107351457199,5.5368695
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,3,4.143134726391533,3.9129179
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,3,3.8501476017100584,3.6569374
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,3,4.406719247264253,4.0544453
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,3,4.3694478524670215,4.008552
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,3,3.970291913552122,4.109169
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,3,4.2626798770413155,4.178885
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,3,3.332204510175204,2.7642853
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,3,4.02535169073515,3.788629
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,3,3.5553480614894135,3.579187
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,3,2.1972245773362196,3.0879676
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,3,3.044522437723423,3.346883
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,3,4.574710978503383,4.4337716
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,3,5.19295685089021,5.0469556
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,3,4.0943445622221,3.6814022
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,3,2.833213344056216,3.0600364
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,3,3.784189633918261,3.8085954
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,3,3.8918202981106265,4.0685067
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,3,4.174387269895637,4.4462967
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,3,5.147494476813453,5.252554
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,3,5.480638923341991,5.4351068
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,3,2.6390573296152584,3.0035467
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,3,2.8903717578961645,3.4757853
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,3,1.3862943611198906,2.122884
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,3,4.736198448394496,4.666797
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,3,4.394449154672439,4.23067
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,3,5.093750200806762,4.8626637
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,3,2.995732273553991,3.5507903
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,3,3.332204510175204,3.4664533
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,3,3.367295829986474,3.0400798
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,3,4.997212273764115,4.976533
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,3,4.007333185232471,4.0584717
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,3,4.68213122712422,4.6405783
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,3,5.236441962829949,5.238791
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,3,4.394449154672439,4.266461
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,3,3.6375861597263857,3.5046911
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,3,3.367295829986474,2.9458768
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,3,4.499809670330265,3.888054
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,3,5.10594547390058,4.9152365
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,3,4.127134385045092,3.8769784
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,3,3.367295829986474,3.7400572
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,3,4.812184355372417,4.712972
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,3,2.4849066497880004,2.2256823
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,3,2.833213344056216,3.2588706
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,3,4.499809670330265,4.482215
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,3,4.672828834461906,4.28248
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,3,3.6635616461296463,3.411778
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,3,5.6240175061873385,5.343345
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,3,4.2626798770413155,4.411664
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,3,4.394449154672439,4.5043907
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,3,3.8501476017100584,3.5495017
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,3,3.9318256327243257,3.9182317
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,3,3.9512437185814275,4.127159
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,3,4.07753744390572,3.9746854
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,3,3.6109179126442243,3.3349206
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,3,4.02535169073515,4.0571895
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,3,2.4849066497880004,2.8671124
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,3,4.68213122712422,4.645946
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,3,4.394449154672439,4.424307
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,3,4.2626798770413155,4.1485214
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,3,3.4657359027997265,3.23482
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,3,2.302585092994046,2.2815764
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,3,3.58351893845611,3.8655872
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,3,3.5263605246161616,3.4150183
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,3,5.087596335232384,5.078536
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,3,2.3978952727983707,2.3599102
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,3,4.356708826689592,4.3226323
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,3,4.276666119016055,4.2359896
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,3,4.276666119016055,3.8093603
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,3,4.8283137373023015,4.783769
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,3,3.58351893845611,3.3975875
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,3,4.02535169073515,3.8191128
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,3,3.784189633918261,3.584407
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,3,4.110873864173311,3.946362
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,3,3.258096538021482,3.554451
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,3,3.5263605246161616,3.6874375
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,3,3.784189633918261,3.8211935
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,3,2.70805020110221,2.588514
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,3,3.8918202981106265,3.6100488
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,3,3.8501476017100584,3.6053705
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,3,3.4339872044851463,3.2156706
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,3,4.382026634673881,4.3524737
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,3,4.804021044733257,4.889353
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,3,3.4011973816621555,3.579505
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,3,3.1354942159291497,2.9841297
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,3,3.6375861597263857,3.5522597
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,3,4.189654742026425,3.9135838
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,3,4.1588830833596715,4.1729465
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,3,4.812184355372417,4.8407373
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,3,4.962844630259907,5.1503763
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,3,3.091042453358316,2.8640223
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,3,3.295836866004329,3.5404048
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,3,4.31748811353631,4.155388
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,3,3.044522437723423,3.4392796
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,3,4.276666119016055,4.559404
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,3,3.6375861597263857,3.455041
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,3,2.995732273553991,2.9220138
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,3,4.174387269895637,4.398154
145247,2025-09-12,9837,216419,106.875,106.875,0,0,0,1.0,3,3.8066624897703196,3.7172036
145266,2025-09-12,9809,216419,106.1625,106.1625,0,1,0,1.0,3,4.465908118654584,4.492199
145286,2025-09-12,9845,216419,101.8875,101.8875,0,0,0,1.0,3,4.61512051684126,4.8463726
145313,2025-09-12,9872,216419,88.35,88.35,0,0,0,1.0,3,4.04305126783455,4.091498
145355,2025-09-12,9879,216419,85.5,85.5,0,0,0,1.0,3,3.1780538303479458,3.3114948
145373,2025-09-12,9880,216419,86.2125,86.2125,0,0,0,1.0,3,4.532599493153256,3.9637442
145395,2025-09-12,9881,216419,104.7375,106.875,0,1,1,0.98,3,4.68213122712422,4.577459
145419,2025-09-12,9890,216419,98.325,98.325,0,0,0,1.0,3,3.6635616461296463,3.7149005
145437,2025-09-12,9909,216419,106.875,106.875,0,0,0,1.0,3,3.4011973816621555,3.4775698
145456,2025-09-12,9954,216419,88.35,88.35,0,0,0,1.0,3,4.1588830833596715,3.5765312
145479,2025-09-12,9961,216419,106.1625,106.1625,0,0,0,1.0,3,4.330733340286331,4.308455
145505,2025-09-12,9984,216419,87.6375,87.6375,0,0,0,1.0,3,3.4011973816621555,3.7588775
143887,2025-09-12,8091,216425,118.275,118.275,0,0,0,1.0,3,3.5263605246161616,3.4871814
143906,2025-09-12,8095,216425,116.85,116.85,0,0,0,1.0,3,4.553876891600541,4.706695
143931,2025-09-12,8094,216425,114.7125,132.525,0,0,1,0.8655913978494624,3,3.6109179126442243,3.4919713
143982,2025-09-12,8023,216425,117.5625,117.5625,0,0,0,1.0,3,4.5217885770490405,4.6713767
144006,2025-09-12,8058,216425,118.275,118.275,0,0,0,1.0,3,3.8066624897703196,3.7621443
144031,2025-09-12,8222,216425,117.5625,132.525,0,0,1,0.8870967741935484,3,4.718498871295094,4.572564
144055,2025-09-12,8121,216425,111.8625,133.2375,0,0,1,0.8395721925133689,3,2.6390573296152584,3.093128
144076,2025-09-12,8218,216425,109.0125,109.0125,0,0,0,1.0,3,2.9444389791664403,2.8813417
144098,2025-09-12,8317,216425,115.425,134.6625,0,0,1,0.8571428571428572,3,3.367295829986474,3.277884
144122,2025-09-12,8319,216425,114.7125,134.6625,0,0,1,0.851851851851852,3,2.8903717578961645,3.1478946
144140,2025-09-12,8392,216425,114.7125,130.3875,0,0,1,0.8797814207650274,3,2.995732273553991,3.0682282
144159,2025-09-12,8398,216425,114.0,133.2375,0,0,1,0.8556149732620321,3,4.276666119016055,4.039397
144181,2025-09-12,8400,216425,118.275,131.8125,0,0,1,0.8972972972972973,3,3.7376696182833684,3.786191
144222,2025-09-12,8438,216425,116.1375,116.1375,0,0,0,1.0,3,3.4965075614664802,3.6967058
144266,2025-09-12,8562,216425,118.275,133.2375,0,0,1,0.8877005347593583,3,4.143134726391533,4.0362353
144294,2025-09-12,8869,216425,116.85,133.95,0,0,1,0.8723404255319149,3,4.2626798770413155,4.4233603
144317,2025-09-12,8991,216425,114.0,114.0,0,0,0,1.0,3,3.4657359027997265,3.4871001
144341,2025-09-12,8911,216425,113.2875,113.2875,0,0,0,1.0,3,2.9444389791664403,3.1198165
144372,2025-09-12,9043,216425,118.9875,118.9875,0,0,0,1.0,3,3.4965075614664802,3.529796
144391,2025-09-12,9092,216425,118.275,134.6625,0,0,1,0.8783068783068784,3,3.091042453358316,2.5604968
144415,2025-09-12,9112,216425,117.5625,117.5625,0,0,0,1.0,3,4.406719247264253,4.3979616
144440,2025-09-12,9132,216425,116.1375,134.6625,0,0,1,0.8624338624338624,3,2.6390573296152584,2.98445
144460,2025-09-12,9147,216425,115.425,131.8125,0,0,1,0.8756756756756756,3,4.2626798770413155,4.2679763
144482,2025-09-12,9164,216425,118.275,131.1,0,0,1,0.9021739130434784,3,3.8066624897703196,3.7823894
144520,2025-09-12,9190,216425,118.275,132.525,0,0,1,0.8924731182795699,3,3.5553480614894135,3.5777743
144545,2025-09-12,9221,216425,111.8625,128.9625,0,0,1,0.867403314917127,3,3.332204510175204,3.3363364
144566,2025-09-12,9250,216425,118.275,133.2375,0,0,1,0.8877005347593583,3,4.343805421853684,4.3410015
144592,2025-09-12,9273,216425,116.1375,116.1375,0,0,0,1.0,3,2.772588722239781,3.0144436
144613,2025-09-12,9279,216425,116.85,116.85,0,0,0,1.0,3,3.295836866004329,3.2656772
144635,2025-09-12,9281,216425,113.2875,130.3875,0,0,1,0.8688524590163935,3,3.5263605246161616,3.3080726
144657,2025-09-12,9328,216425,113.2875,133.2375,0,0,1,0.8502673796791442,3,3.091042453358316,3.0200872
144681,2025-09-12,9371,216425,117.5625,131.8125,0,0,1,0.8918918918918919,3,3.4339872044851463,3.6522105
144698,2025-09-12,9442,216425,117.5625,117.5625,0,0,0,1.0,3,3.4011973816621555,3.5707767
144718,2025-09-12,9430,216425,117.5625,117.5625,0,0,0,1.0,3,3.713572066704308,3.7324157
144738,2025-09-12,9439,216425,116.85,131.8125,0,0,1,0.8864864864864864,3,3.332204510175204,3.032537
144754,2025-09-12,9425,216425,111.8625,111.8625,0,0,0,1.0,3,2.302585092994046,2.8152184
144777,2025-09-12,9432,216425,116.1375,116.1375,0,0,0,1.0,3,3.4657359027997265,3.2152581
144818,2025-09-12,9456,216425,118.275,118.275,0,0,0,1.0,3,3.4011973816621555,2.8739254
144839,2025-09-12,9479,216425,118.275,132.525,0,0,1,0.8924731182795699,3,3.1780538303479458,3.2944505
144861,2025-09-12,9481,216425,116.1375,116.1375,0,0,0,1.0,3,4.532599493153256,4.5296335
144885,2025-09-12,9490,216425,114.7125,114.7125,0,0,0,1.0,3,3.295836866004329,3.1018748
144906,2025-09-12,9498,216425,112.575,112.575,0,0,0,1.0,3,3.5263605246161616,3.5902646
144927,2025-09-12,9532,216425,117.5625,117.5625,0,0,0,1.0,3,3.7376696182833684,3.5656638
144949,2025-09-12,9578,216425,114.7125,134.6625,0,0,1,0.851851851851852,3,2.8903717578961645,3.386609
144969,2025-09-12,9672,216425,116.85,116.85,0,0,0,1.0,3,4.0943445622221,4.0141253
144990,2025-09-12,9611,216425,115.425,115.425,0,0,0,1.0,3,4.290459441148391,4.329783
145015,2025-09-12,9613,216425,116.85,116.85,0,0,0,1.0,3,4.143134726391533,4.5433393
145042,2025-09-12,9632,216425,113.2875,130.3875,0,0,1,0.8688524590163935,3,3.367295829986474,2.8647351
145061,2025-09-12,9680,216425,112.575,128.9625,0,0,1,0.8729281767955801,3,2.995732273553991,2.7608144
145093,2025-09-12,9713,216425,117.5625,117.5625,0,0,0,1.0,3,3.8918202981106265,3.8037188
145116,2025-09-12,9731,216425,118.9875,118.9875,0,0,0,1.0,3,3.6888794541139363,3.6147296
145137,2025-09-12,9745,216425,118.275,118.275,0,0,0,1.0,3,3.58351893845611,3.764765
