record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,Y_true,Y_pred
145160,2025-09-12,9770,216233,116.1375,116.1375,0,0,0,1.0,3.4011973816621555,3.4966786
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,2.0794415416798357,2.6745245
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,4.060443010546419,3.9870405
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,4.59511985013459,4.5462584
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,3.9889840465642745,3.704314
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,3.713572066704308,3.9489062
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,4.787491742782046,4.7063293
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,3.4657359027997265,3.8482819
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,3.8066624897703196,3.7371655
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,3.713572066704308,3.6096523
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,3.8501476017100584,4.012753
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,3.8918202981106265,4.02498
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,4.143134726391533,3.8079996
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,4.718498871295094,4.479706
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,3.1354942159291497,3.4189308
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,4.0943445622221,4.222497
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,3.713572066704308,3.718269
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,3.367295829986474,3.2922633
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,5.288267030694535,5.1150684
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,4.454347296253507,4.237217
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,3.6888794541139363,3.8187902
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,5.459585514144159,5.513161
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,4.430816798843313,4.562585
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,5.384495062789089,5.057036
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,3.7612001156935624,3.7332084
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,3.8918202981106265,3.9005673
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,4.30406509320417,4.544607
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,3.871201010907891,4.012096
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,3.9889840465642745,3.5704079
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,4.204692619390966,4.132269
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,3.1780538303479458,2.9562654
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,4.727387818712341,5.0207305
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,4.962844630259907,4.902002
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,4.430816798843313,4.3487945
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,3.6635616461296463,3.9643183
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,4.653960350157523,4.3746142
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,4.07753744390572,4.067781
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,5.198497031265826,5.381472
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,4.382026634673881,4.5582213
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,4.356708826689592,4.7032714
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,2.8903717578961645,3.2913382
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,5.278114659230517,5.317648
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,6.483107351457199,5.6305656
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,4.143134726391533,4.000502
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,3.8501476017100584,3.7640007
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,4.406719247264253,4.180214
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,4.3694478524670215,4.0548596
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,3.970291913552122,4.1700406
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,4.2626798770413155,4.178397
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,3.332204510175204,2.8498385
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,4.02535169073515,3.925613
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,3.5553480614894135,3.59538
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,2.1972245773362196,3.1186576
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,3.044522437723423,3.3975227
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,4.574710978503383,4.497194
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,5.19295685089021,5.0294137
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,4.0943445622221,3.8613808
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,2.833213344056216,3.1322038
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,3.784189633918261,3.8490403
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,3.8918202981106265,4.118864
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,4.174387269895637,4.4473186
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,5.147494476813453,5.3179855
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,5.480638923341991,5.442396
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,2.6390573296152584,3.0883477
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,2.8903717578961645,3.5769317
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,1.3862943611198906,2.1876707
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,4.736198448394496,4.7036896
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,4.394449154672439,4.290657
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,5.093750200806762,4.8661666
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,2.995732273553991,3.5789804
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,3.332204510175204,3.5652406
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,3.367295829986474,3.0894096
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,4.997212273764115,5.059178
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,4.007333185232471,4.0584474
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,4.68213122712422,4.6461263
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,5.236441962829949,5.2965345
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,4.394449154672439,4.3556867
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,3.6375861597263857,3.5476313
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,3.367295829986474,3.0683744
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,4.499809670330265,3.9758227
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,5.10594547390058,4.8804827
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,4.127134385045092,3.8722599
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,3.367295829986474,3.7491128
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,4.812184355372417,4.7918296
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,2.4849066497880004,2.379274
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,2.833213344056216,3.2511907
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,4.499809670330265,4.495106
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,4.672828834461906,4.38578
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,3.6635616461296463,3.494718
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,5.6240175061873385,5.4015694
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,4.2626798770413155,4.5430274
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,4.394449154672439,4.555787
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,3.8501476017100584,3.6360958
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,3.9318256327243257,4.0771317
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,3.9512437185814275,4.181758
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,4.07753744390572,3.999981
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,3.6109179126442243,3.4561272
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,4.02535169073515,4.1230664
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,2.4849066497880004,2.9857507
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,4.68213122712422,4.7118764
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,4.394449154672439,4.4485626
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,4.2626798770413155,4.277873
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,3.4657359027997265,3.2822533
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,2.302585092994046,2.3571951
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,3.58351893845611,3.9558718
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,3.5263605246161616,3.5520322
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,5.087596335232384,5.0491834
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,2.3978952727983707,2.4074664
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,4.356708826689592,4.381717
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,4.276666119016055,4.2763243
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,4.276666119016055,3.857846
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,4.8283137373023015,4.930823
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,3.58351893845611,3.5142913
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,4.02535169073515,3.8573194
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,3.784189633918261,3.6147735
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,4.110873864173311,4.0518622
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,3.258096538021482,3.628858
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,3.5263605246161616,3.7177434
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,3.784189633918261,3.853194
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,2.70805020110221,2.7064588
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,3.8918202981106265,3.701905
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,3.8501476017100584,3.6374125
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,3.4339872044851463,3.324326
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,4.382026634673881,4.435948
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,4.804021044733257,4.924654
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,3.4011973816621555,3.6737537
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,3.1354942159291497,3.064751
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,3.6375861597263857,3.7198408
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,4.189654742026425,4.0920305
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,4.1588830833596715,4.216557
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,4.812184355372417,4.9146476
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,4.962844630259907,5.18456
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,3.091042453358316,2.9084058
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,3.295836866004329,3.590969
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,4.31748811353631,4.2561884
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,3.044522437723423,3.5091076
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,4.276666119016055,4.627644
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,3.6375861597263857,3.5750372
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,2.995732273553991,2.9455519
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,4.174387269895637,4.5547876
145247,2025-09-12,9837,216419,106.875,106.875,0,0,0,1.0,3.8066624897703196,3.721435
145266,2025-09-12,9809,216419,106.1625,106.1625,0,1,0,1.0,4.465908118654584,4.494514
145286,2025-09-12,9845,216419,101.8875,101.8875,0,0,0,1.0,4.61512051684126,4.953405
145313,2025-09-12,9872,216419,88.35,88.35,0,0,0,1.0,4.04305126783455,4.2143927
145355,2025-09-12,9879,216419,85.5,85.5,0,0,0,1.0,3.1780538303479458,3.3616655
145373,2025-09-12,9880,216419,86.2125,86.2125,0,0,0,1.0,4.532599493153256,4.0209785
145395,2025-09-12,9881,216419,104.7375,106.875,0,1,1,0.98,4.68213122712422,4.567865
145419,2025-09-12,9890,216419,98.325,98.325,0,0,0,1.0,3.6635616461296463,3.810734
145437,2025-09-12,9909,216419,106.875,106.875,0,0,0,1.0,3.4011973816621555,3.4600587
145456,2025-09-12,9954,216419,88.35,88.35,0,0,0,1.0,4.1588830833596715,3.6717129
145479,2025-09-12,9961,216419,106.1625,106.1625,0,0,0,1.0,4.330733340286331,4.346898
145505,2025-09-12,9984,216419,87.6375,87.6375,0,0,0,1.0,3.4011973816621555,3.861293
143887,2025-09-12,8091,216425,118.275,118.275,0,0,0,1.0,3.5263605246161616,3.306225
143906,2025-09-12,8095,216425,116.85,116.85,0,0,0,1.0,4.553876891600541,4.344523
143931,2025-09-12,8094,216425,114.7125,132.525,0,0,1,0.8655913978494624,3.6109179126442243,3.3574007
143982,2025-09-12,8023,216425,117.5625,117.5625,0,0,0,1.0,4.5217885770490405,4.4816494
144006,2025-09-12,8058,216425,118.275,118.275,0,0,0,1.0,3.8066624897703196,3.54354
144031,2025-09-12,8222,216425,117.5625,132.525,0,0,1,0.8870967741935484,4.718498871295094,4.550547
144055,2025-09-12,8121,216425,111.8625,133.2375,0,0,1,0.8395721925133689,2.6390573296152584,3.0295334
144076,2025-09-12,8218,216425,109.0125,109.0125,0,0,0,1.0,2.9444389791664403,2.4138632
144098,2025-09-12,8317,216425,115.425,134.6625,0,0,1,0.8571428571428572,3.367295829986474,3.0977418
144122,2025-09-12,8319,216425,114.7125,134.6625,0,0,1,0.851851851851852,2.8903717578961645,2.8870032
144140,2025-09-12,8392,216425,114.7125,130.3875,0,0,1,0.8797814207650274,2.995732273553991,2.8608916
144159,2025-09-12,8398,216425,114.0,133.2375,0,0,1,0.8556149732620321,4.276666119016055,4.013788
144181,2025-09-12,8400,216425,118.275,131.8125,0,0,1,0.8972972972972973,3.7376696182833684,3.7668333
144222,2025-09-12,8438,216425,116.1375,116.1375,0,0,0,1.0,3.4965075614664802,3.396071
144266,2025-09-12,8562,216425,118.275,133.2375,0,0,1,0.8877005347593583,4.143134726391533,4.034242
144294,2025-09-12,8869,216425,116.85,133.95,0,0,1,0.8723404255319149,4.2626798770413155,4.394779
144317,2025-09-12,8991,216425,114.0,114.0,0,0,0,1.0,3.4657359027997265,3.1101217
144341,2025-09-12,8911,216425,113.2875,113.2875,0,0,0,1.0,2.9444389791664403,2.8236365
144372,2025-09-12,9043,216425,118.9875,118.9875,0,0,0,1.0,3.4965075614664802,3.357743
144391,2025-09-12,9092,216425,118.275,134.6625,0,0,1,0.8783068783068784,3.091042453358316,2.5444763
144415,2025-09-12,9112,216425,117.5625,117.5625,0,0,0,1.0,4.406719247264253,4.163609
144440,2025-09-12,9132,216425,116.1375,134.6625,0,0,1,0.8624338624338624,2.6390573296152584,2.8423877
144460,2025-09-12,9147,216425,115.425,131.8125,0,0,1,0.8756756756756756,4.2626798770413155,4.074262
144482,2025-09-12,9164,216425,118.275,131.1,0,0,1,0.9021739130434784,3.8066624897703196,3.7726247
144520,2025-09-12,9190,216425,118.275,132.525,0,0,1,0.8924731182795699,3.5553480614894135,3.523659
144545,2025-09-12,9221,216425,111.8625,128.9625,0,0,1,0.867403314917127,3.332204510175204,3.1831784
144566,2025-09-12,9250,216425,118.275,133.2375,0,0,1,0.8877005347593583,4.343805421853684,4.2681885
144592,2025-09-12,9273,216425,116.1375,116.1375,0,0,0,1.0,2.772588722239781,2.8186803
144613,2025-09-12,9279,216425,116.85,116.85,0,0,0,1.0,3.295836866004329,3.029052
144635,2025-09-12,9281,216425,113.2875,130.3875,0,0,1,0.8688524590163935,3.5263605246161616,3.2765076
144657,2025-09-12,9328,216425,113.2875,133.2375,0,0,1,0.8502673796791442,3.091042453358316,2.9470348
144681,2025-09-12,9371,216425,117.5625,131.8125,0,0,1,0.8918918918918919,3.4339872044851463,3.5853221
144698,2025-09-12,9442,216425,117.5625,117.5625,0,0,0,1.0,3.4011973816621555,3.3730059
144718,2025-09-12,9430,216425,117.5625,117.5625,0,0,0,1.0,3.713572066704308,3.5290174
144738,2025-09-12,9439,216425,116.85,131.8125,0,0,1,0.8864864864864864,3.332204510175204,2.8536124
144754,2025-09-12,9425,216425,111.8625,111.8625,0,0,0,1.0,2.302585092994046,2.52706
144777,2025-09-12,9432,216425,116.1375,116.1375,0,0,0,1.0,3.4657359027997265,3.0039346
144818,2025-09-12,9456,216425,118.275,118.275,0,0,0,1.0,3.4011973816621555,2.6800063
144839,2025-09-12,9479,216425,118.275,132.525,0,0,1,0.8924731182795699,3.1780538303479458,3.2634735
144861,2025-09-12,9481,216425,116.1375,116.1375,0,0,0,1.0,4.532599493153256,4.286534
144885,2025-09-12,9490,216425,114.7125,114.7125,0,0,0,1.0,3.295836866004329,2.5179563
144906,2025-09-12,9498,216425,112.575,112.575,0,0,0,1.0,3.5263605246161616,3.280841
144927,2025-09-12,9532,216425,117.5625,117.5625,0,0,0,1.0,3.7376696182833684,3.4106827
144949,2025-09-12,9578,216425,114.7125,134.6625,0,0,1,0.851851851851852,2.8903717578961645,3.238832
144969,2025-09-12,9672,216425,116.85,116.85,0,0,0,1.0,4.0943445622221,3.7644942
144990,2025-09-12,9611,216425,115.425,115.425,0,0,0,1.0,4.290459441148391,4.0593705
145015,2025-09-12,9613,216425,116.85,116.85,0,0,0,1.0,4.143134726391533,4.363221
145042,2025-09-12,9632,216425,113.2875,130.3875,0,0,1,0.8688524590163935,3.367295829986474,2.7977867
145061,2025-09-12,9680,216425,112.575,128.9625,0,0,1,0.8729281767955801,2.995732273553991,2.8224418
145093,2025-09-12,9713,216425,117.5625,117.5625,0,0,0,1.0,3.8918202981106265,3.6245198
145116,2025-09-12,9731,216425,118.9875,118.9875,0,0,0,1.0,3.6888794541139363,3.4789963
145137,2025-09-12,9745,216425,118.275,118.275,0,0,0,1.0,3.58351893845611,3.5226552
145202,2025-09-12,9813,216425,114.0,130.3875,0,0,1,0.8743169398907105,3.1780538303479458,3.3124804
145223,2025-09-12,9823,216425,118.275,134.6625,0,0,1,0.8783068783068784,4.248495242049359,4.3828397
145250,2025-09-12,9837,216425,117.5625,117.5625,0,0,0,1.0,3.367295829986474,3.7912035
145268,2025-09-12,9809,216425,116.85,116.85,0,0,0,1.0,3.784189633918261,3.620679
145290,2025-09-12,9845,216425,117.5625,133.2375,0,0,1,0.8823529411764706,4.700480365792417,4.6544695
145315,2025-09-12,9872,216425,114.7125,131.8125,0,0,1,0.8702702702702703,3.7612001156935624,3.1670897
145357,2025-09-12,9879,216425,116.1375,116.1375,0,0,0,1.0,3.7612001156935624,3.2169127
145376,2025-09-12,9880,216425,116.85,116.85,0,0,0,1.0,3.7612001156935624,3.4047186
145397,2025-09-12,9881,216425,117.5625,117.5625,0,0,0,1.0,3.5553480614894135,3.74358
145421,2025-09-12,9890,216425,116.1375,116.1375,0,0,0,1.0,4.127134385045092,3.826759
