record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,sin_week_of_year,cos_week_of_year,week_from_start,Y_true,Y_pred
144483,2025-09-12,9164,216233,116.1375,133.2375,0,0,1,0.8716577540106951,-0.970941817426052,-0.23931566428755774,1286,3.58351893845611,3.944967
144501,2025-09-12,9178,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-0.970941817426052,-0.23931566428755774,1286,2.3978952727983707,3.1092405
144521,2025-09-12,9190,216233,115.425,129.675,0,0,1,0.8901098901098901,-0.970941817426052,-0.23931566428755774,1286,4.276666119016055,4.516757
144546,2025-09-12,9221,216233,113.2875,129.675,0,0,1,0.8736263736263735,-0.970941817426052,-0.23931566428755774,1286,4.110873864173311,4.073485
144567,2025-09-12,9250,216233,118.275,118.275,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.127134385045092,4.3301325
144593,2025-09-12,9273,216233,112.575,126.825,0,0,1,0.8876404494382022,-0.970941817426052,-0.23931566428755774,1286,3.9889840465642745,4.0277567
144614,2025-09-12,9279,216233,111.8625,128.25,0,0,1,0.8722222222222222,-0.970941817426052,-0.23931566428755774,1286,3.912023005428146,3.7488558
144636,2025-09-12,9281,216233,112.575,125.4,0,0,1,0.8977272727272727,-0.970941817426052,-0.23931566428755774,1286,4.5217885770490405,4.188057
144658,2025-09-12,9328,216233,116.85,116.85,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.58351893845611,3.8453555
144682,2025-09-12,9371,216233,118.9875,134.6625,0,0,1,0.8835978835978836,-0.970941817426052,-0.23931566428755774,1286,3.091042453358316,3.3795474
144699,2025-09-12,9442,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-0.970941817426052,-0.23931566428755774,1286,3.8501476017100584,4.0000935
144719,2025-09-12,9430,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.02535169073515,3.8198326
144739,2025-09-12,9439,216233,112.575,126.1125,0,0,1,0.8926553672316384,-0.970941817426052,-0.23931566428755774,1286,3.091042453358316,3.497755
144778,2025-09-12,9432,216233,113.2875,131.1,0,0,1,0.8641304347826086,-0.970941817426052,-0.23931566428755774,1286,3.6888794541139363,3.5266843
144801,2025-09-12,9436,216233,115.425,115.425,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.970291913552122,3.9904172
144819,2025-09-12,9456,216233,111.8625,111.8625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.5263605246161616,3.6831615
144840,2025-09-12,9479,216233,116.1375,116.1375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.1354942159291497,3.770923
144862,2025-09-12,9481,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-0.970941817426052,-0.23931566428755774,1286,4.605170185988092,4.404971
144886,2025-09-12,9490,216233,111.8625,128.9625,0,0,1,0.867403314917127,-0.970941817426052,-0.23931566428755774,1286,3.4965075614664802,3.7302887
144907,2025-09-12,9498,216233,111.8625,125.4,0,0,1,0.8920454545454545,-0.970941817426052,-0.23931566428755774,1286,4.31748811353631,4.2399216
144928,2025-09-12,9532,216233,114.7125,129.675,0,0,1,0.8846153846153846,-0.970941817426052,-0.23931566428755774,1286,3.9889840465642745,4.1720595
144950,2025-09-12,9578,216233,118.9875,133.2375,0,0,1,0.8930481283422459,-0.970941817426052,-0.23931566428755774,1286,3.9318256327243257,3.4622607
144970,2025-09-12,9672,216233,118.275,118.275,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.189654742026425,3.9516823
144991,2025-09-12,9611,216233,117.5625,132.525,0,0,1,0.8870967741935484,-0.970941817426052,-0.23931566428755774,1286,4.290459441148391,4.301616
145016,2025-09-12,9613,216233,118.275,133.95,0,0,1,0.8829787234042554,-0.970941817426052,-0.23931566428755774,1286,4.330733340286331,4.5836535
145043,2025-09-12,9632,216233,114.7125,114.7125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.8918202981106265,3.8476818
145062,2025-09-12,9680,216233,115.425,129.675,0,0,1,0.8901098901098901,-0.970941817426052,-0.23931566428755774,1286,3.332204510175204,3.1935549
145080,2025-09-12,9700,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,1.791759469228055,2.6373134
145094,2025-09-12,9713,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.332204510175204,3.7763278
145117,2025-09-12,9731,216233,116.1375,134.6625,0,0,1,0.8624338624338624,-0.970941817426052,-0.23931566428755774,1286,3.4339872044851463,3.8970249
145138,2025-09-12,9745,216233,120.4125,133.95,0,0,1,0.898936170212766,-0.970941817426052,-0.23931566428755774,1286,3.8918202981106265,4.189114
145160,2025-09-12,9770,216233,116.1375,116.1375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.4011973816621555,3.7973878
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.0794415416798357,2.7368693
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,-0.970941817426052,-0.23931566428755774,1286,4.060443010546419,4.0171523
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.59511985013459,4.6655025
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.9889840465642745,3.6868546
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,-0.970941817426052,-0.23931566428755774,1286,3.713572066704308,3.8377178
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.787491742782046,4.7213397
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,-0.970941817426052,-0.23931566428755774,1286,3.4657359027997265,4.002903
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,-0.970941817426052,-0.23931566428755774,1286,3.8066624897703196,3.6924472
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.713572066704308,3.8137634
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,-0.970941817426052,-0.23931566428755774,1286,3.8501476017100584,4.0940604
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.8918202981106265,4.217174
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.143134726391533,3.9568682
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,-0.970941817426052,-0.23931566428755774,1286,4.718498871295094,4.495639
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,-0.970941817426052,-0.23931566428755774,1286,3.1354942159291497,3.6432252
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,-0.970941817426052,-0.23931566428755774,1286,4.0943445622221,4.2656627
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,-0.970941817426052,-0.23931566428755774,1286,3.713572066704308,3.7896447
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.367295829986474,3.0224233
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,5.288267030694535,4.967862
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.454347296253507,4.032079
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.6888794541139363,3.5112221
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,-0.970941817426052,-0.23931566428755774,1286,5.459585514144159,5.3129044
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,1286,4.430816798843313,4.4499497
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,5.384495062789089,4.8508554
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.7612001156935624,3.7299857
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,-0.970941817426052,-0.23931566428755774,1286,3.8918202981106265,3.7052026
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.30406509320417,4.55012
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.871201010907891,3.787662
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.9889840465642745,3.5714707
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.204692619390966,4.0802245
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.1780538303479458,2.7883606
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,-0.970941817426052,-0.23931566428755774,1286,4.727387818712341,4.897156
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,-0.970941817426052,-0.23931566428755774,1286,4.962844630259907,4.6571074
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.430816798843313,4.316066
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,-0.970941817426052,-0.23931566428755774,1286,3.6635616461296463,3.712305
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.653960350157523,4.2973084
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.07753744390572,3.905941
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,-0.970941817426052,-0.23931566428755774,1286,5.198497031265826,5.238994
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.382026634673881,4.415115
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.356708826689592,4.489257
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.8903717578961645,3.0730634
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,1286,5.278114659230517,5.0377126
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,-0.970941817426052,-0.23931566428755774,1286,6.483107351457199,5.4913793
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.143134726391533,3.8462334
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.8501476017100584,3.6260896
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.406719247264253,4.0331006
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.3694478524670215,3.9150229
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.970291913552122,4.1533136
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.2626798770413155,4.0476537
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.332204510175204,2.6736035
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.02535169073515,3.8162894
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.5553480614894135,3.5559666
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.1972245773362196,3.0703125
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.044522437723423,3.4481015
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.574710978503383,4.45319
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,-0.970941817426052,-0.23931566428755774,1286,5.19295685089021,4.754495
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.0943445622221,3.6407025
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.833213344056216,2.8969612
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.784189633918261,3.7204792
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,-0.970941817426052,-0.23931566428755774,1286,3.8918202981106265,3.7749825
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,-0.970941817426052,-0.23931566428755774,1286,4.174387269895637,4.239482
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,5.147494476813453,5.111652
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,1286,5.480638923341991,5.343826
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.6390573296152584,2.9982727
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,-0.970941817426052,-0.23931566428755774,1286,2.8903717578961645,3.3436465
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,1.3862943611198906,1.8867302
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.736198448394496,4.5322685
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.394449154672439,4.196608
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,5.093750200806762,4.808972
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,-0.970941817426052,-0.23931566428755774,1286,2.995732273553991,3.6064227
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.332204510175204,3.3719373
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.367295829986474,3.0023537
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.997212273764115,4.843099
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.007333185232471,3.9304533
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,-0.970941817426052,-0.23931566428755774,1286,4.68213122712422,4.404912
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,5.236441962829949,5.0897255
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.394449154672439,4.3593717
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,-0.970941817426052,-0.23931566428755774,1286,3.6375861597263857,3.4374955
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.367295829986474,2.9424868
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.499809670330265,3.8578618
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,1286,5.10594547390058,4.8860993
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.127134385045092,3.7575016
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.367295829986474,3.7288535
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.812184355372417,4.4781456
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.4849066497880004,2.341088
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.833213344056216,3.0937212
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.499809670330265,4.5813384
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.672828834461906,4.2482815
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.6635616461296463,3.6407437
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,-0.970941817426052,-0.23931566428755774,1286,5.6240175061873385,5.3933134
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,-0.970941817426052,-0.23931566428755774,1286,4.2626798770413155,4.508343
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.394449154672439,4.572605
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,-0.970941817426052,-0.23931566428755774,1286,3.8501476017100584,3.7378628
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,-0.970941817426052,-0.23931566428755774,1286,3.9318256327243257,4.049407
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.9512437185814275,4.185847
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.07753744390572,3.9461908
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.6109179126442243,3.6452932
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.02535169073515,4.1313696
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.4849066497880004,2.9663365
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,-0.970941817426052,-0.23931566428755774,1286,4.68213122712422,4.6852674
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.394449154672439,4.478576
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.2626798770413155,4.353771
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.4657359027997265,3.4489222
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.302585092994046,1.6392308
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.58351893845611,4.0287704
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.5263605246161616,3.6832566
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,1286,5.087596335232384,5.141982
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.3978952727983707,2.4896035
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.356708826689592,4.318142
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.276666119016055,4.283536
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.276666119016055,3.920837
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,-0.970941817426052,-0.23931566428755774,1286,4.8283137373023015,4.7857633
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.58351893845611,3.522476
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.02535169073515,3.8680146
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.784189633918261,3.7844818
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.110873864173311,4.1254463
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.258096538021482,3.5829253
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.5263605246161616,3.8639846
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.784189633918261,3.8094015
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,2.70805020110221,2.5788577
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,-0.970941817426052,-0.23931566428755774,1286,3.8918202981106265,3.8175192
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.8501476017100584,3.7387211
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.4339872044851463,3.4061995
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,-0.970941817426052,-0.23931566428755774,1286,4.382026634673881,4.566027
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,-0.970941817426052,-0.23931566428755774,1286,4.804021044733257,4.8035502
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.4011973816621555,3.7880733
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.1354942159291497,2.9961355
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1286,3.6375861597263857,3.6700997
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,-0.970941817426052,-0.23931566428755774,1286,4.189654742026425,3.8279061
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,1286,4.1588830833596715,4.1990604
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,-0.970941817426052,-0.23931566428755774,1286,4.812184355372417,4.88063
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,1286,4.962844630259907,5.185924
