record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,sin_week_of_year,cos_week_of_year,Y_true,Y_pred
144373,2025-09-12,9043,216233,118.275,118.275,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.6109179126442243,3.737469
144392,2025-09-12,9092,216233,118.275,132.525,0,0,1,0.8924731182795699,-0.970941817426052,-0.23931566428755774,2.9444389791664403,3.4236314
144416,2025-09-12,9112,216233,116.85,116.85,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.553876891600541,4.6334805
144441,2025-09-12,9132,216233,114.7125,114.7125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.871201010907891,3.748021
144461,2025-09-12,9147,216233,118.275,118.275,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.174387269895637,4.1449146
144483,2025-09-12,9164,216233,116.1375,133.2375,0,0,1,0.8716577540106951,-0.970941817426052,-0.23931566428755774,3.58351893845611,4.0643687
144501,2025-09-12,9178,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-0.970941817426052,-0.23931566428755774,2.3978952727983707,3.0584848
144521,2025-09-12,9190,216233,115.425,129.675,0,0,1,0.8901098901098901,-0.970941817426052,-0.23931566428755774,4.276666119016055,4.4512215
144546,2025-09-12,9221,216233,113.2875,129.675,0,0,1,0.8736263736263735,-0.970941817426052,-0.23931566428755774,4.110873864173311,4.082675
144567,2025-09-12,9250,216233,118.275,118.275,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.127134385045092,4.377801
144593,2025-09-12,9273,216233,112.575,126.825,0,0,1,0.8876404494382022,-0.970941817426052,-0.23931566428755774,3.9889840465642745,4.078037
144614,2025-09-12,9279,216233,111.8625,128.25,0,0,1,0.8722222222222222,-0.970941817426052,-0.23931566428755774,3.912023005428146,3.6100397
144636,2025-09-12,9281,216233,112.575,125.4,0,0,1,0.8977272727272727,-0.970941817426052,-0.23931566428755774,4.5217885770490405,4.195979
144658,2025-09-12,9328,216233,116.85,116.85,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.58351893845611,3.7699287
144682,2025-09-12,9371,216233,118.9875,134.6625,0,0,1,0.8835978835978836,-0.970941817426052,-0.23931566428755774,3.091042453358316,3.3534853
144699,2025-09-12,9442,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-0.970941817426052,-0.23931566428755774,3.8501476017100584,3.8455775
144719,2025-09-12,9430,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.02535169073515,3.8620834
144739,2025-09-12,9439,216233,112.575,126.1125,0,0,1,0.8926553672316384,-0.970941817426052,-0.23931566428755774,3.091042453358316,3.4833264
144778,2025-09-12,9432,216233,113.2875,131.1,0,0,1,0.8641304347826086,-0.970941817426052,-0.23931566428755774,3.6888794541139363,3.5132036
144801,2025-09-12,9436,216233,115.425,115.425,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.970291913552122,3.9587173
144819,2025-09-12,9456,216233,111.8625,111.8625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.5263605246161616,3.6926763
144840,2025-09-12,9479,216233,116.1375,116.1375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.1354942159291497,3.7175546
144862,2025-09-12,9481,216233,117.5625,133.2375,0,0,1,0.8823529411764706,-0.970941817426052,-0.23931566428755774,4.605170185988092,4.4687886
144886,2025-09-12,9490,216233,111.8625,128.9625,0,0,1,0.867403314917127,-0.970941817426052,-0.23931566428755774,3.4965075614664802,3.5135176
144907,2025-09-12,9498,216233,111.8625,125.4,0,0,1,0.8920454545454545,-0.970941817426052,-0.23931566428755774,4.31748811353631,4.0727153
144928,2025-09-12,9532,216233,114.7125,129.675,0,0,1,0.8846153846153846,-0.970941817426052,-0.23931566428755774,3.9889840465642745,4.246518
144950,2025-09-12,9578,216233,118.9875,133.2375,0,0,1,0.8930481283422459,-0.970941817426052,-0.23931566428755774,3.9318256327243257,3.555405
144970,2025-09-12,9672,216233,118.275,118.275,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.189654742026425,4.077472
144991,2025-09-12,9611,216233,117.5625,132.525,0,0,1,0.8870967741935484,-0.970941817426052,-0.23931566428755774,4.290459441148391,4.2523813
145016,2025-09-12,9613,216233,118.275,133.95,0,0,1,0.8829787234042554,-0.970941817426052,-0.23931566428755774,4.330733340286331,4.4928074
145043,2025-09-12,9632,216233,114.7125,114.7125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.8918202981106265,3.8227866
145062,2025-09-12,9680,216233,115.425,129.675,0,0,1,0.8901098901098901,-0.970941817426052,-0.23931566428755774,3.332204510175204,3.2735057
145080,2025-09-12,9700,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1.791759469228055,2.774263
145094,2025-09-12,9713,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.332204510175204,3.8056223
145117,2025-09-12,9731,216233,116.1375,134.6625,0,0,1,0.8624338624338624,-0.970941817426052,-0.23931566428755774,3.4339872044851463,3.7741325
145138,2025-09-12,9745,216233,120.4125,133.95,0,0,1,0.898936170212766,-0.970941817426052,-0.23931566428755774,3.8918202981106265,4.14293
145160,2025-09-12,9770,216233,116.1375,116.1375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.4011973816621555,3.6587157
145181,2025-09-12,9789,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.0794415416798357,2.9057136
145203,2025-09-12,9813,216233,114.0,128.9625,0,0,1,0.8839779005524862,-0.970941817426052,-0.23931566428755774,4.060443010546419,4.0045524
145224,2025-09-12,9823,216233,118.275,118.275,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.59511985013459,4.7694025
145251,2025-09-12,9837,216233,118.9875,118.9875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.9889840465642745,3.9148605
145269,2025-09-12,9809,216233,118.275,133.95,0,0,1,0.8829787234042554,-0.970941817426052,-0.23931566428755774,3.713572066704308,3.9460902
145291,2025-09-12,9845,216233,115.425,115.425,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.787491742782046,4.8306465
145316,2025-09-12,9872,216233,116.85,129.675,0,0,1,0.901098901098901,-0.970941817426052,-0.23931566428755774,3.4657359027997265,3.8597312
145339,2025-09-12,9876,216233,115.425,128.9625,0,0,1,0.8950276243093922,-0.970941817426052,-0.23931566428755774,3.8066624897703196,3.6622953
145358,2025-09-12,9879,216233,116.1375,116.1375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.713572066704308,3.7439928
145377,2025-09-12,9880,216233,113.2875,131.8125,0,0,1,0.8594594594594595,-0.970941817426052,-0.23931566428755774,3.8501476017100584,4.0309877
145398,2025-09-12,9881,216233,116.1375,116.1375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.8918202981106265,4.232408
145422,2025-09-12,9890,216233,117.5625,117.5625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.143134726391533,4.1075506
145440,2025-09-12,9909,216233,118.275,134.6625,0,1,1,0.8783068783068784,-0.970941817426052,-0.23931566428755774,4.718498871295094,4.6181736
145459,2025-09-12,9954,216233,114.7125,132.525,0,0,1,0.8655913978494624,-0.970941817426052,-0.23931566428755774,3.1354942159291497,3.5161462
145484,2025-09-12,9961,216233,116.85,133.2375,0,0,1,0.8770053475935827,-0.970941817426052,-0.23931566428755774,4.0943445622221,4.242966
145509,2025-09-12,9984,216233,114.7125,129.675,0,0,1,0.8846153846153846,-0.970941817426052,-0.23931566428755774,3.713572066704308,3.7343502
143885,2025-09-12,8091,216418,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.367295829986474,3.3822117
143901,2025-09-12,8095,216418,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,5.288267030694535,5.1715813
143926,2025-09-12,8094,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.454347296253507,4.1551285
143952,2025-09-12,8063,216418,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.6888794541139363,3.6294804
143977,2025-09-12,8023,216418,105.45,104.025,0,1,0,1.0136986301369864,-0.970941817426052,-0.23931566428755774,5.459585514144159,5.458451
144003,2025-09-12,8058,216418,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,4.430816798843313,4.592545
144026,2025-09-12,8222,216418,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,5.384495062789089,5.050949
144051,2025-09-12,8121,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.7612001156935624,3.746917
144073,2025-09-12,8218,216418,86.925,86.2125,0,1,0,1.0082644628099173,-0.970941817426052,-0.23931566428755774,3.8918202981106265,3.8225605
144155,2025-09-12,8398,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.30406509320417,4.6379557
144177,2025-09-12,8400,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.871201010907891,3.9916906
144196,2025-09-12,8422,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.9889840465642745,3.5399258
144218,2025-09-12,8438,216418,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.204692619390966,4.150222
144242,2025-09-12,8555,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.1780538303479458,3.0704048
144262,2025-09-12,8562,216418,104.025,101.8875,0,1,0,1.020979020979021,-0.970941817426052,-0.23931566428755774,4.727387818712341,4.9954257
144289,2025-09-12,8869,216418,104.7375,104.025,0,1,0,1.0068493150684932,-0.970941817426052,-0.23931566428755774,4.962844630259907,4.827298
144313,2025-09-12,8991,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.430816798843313,4.313062
144338,2025-09-12,8911,216418,85.5,86.925,0,1,1,0.9836065573770492,-0.970941817426052,-0.23931566428755774,3.6635616461296463,3.7741354
144368,2025-09-12,9043,216418,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.653960350157523,4.437433
144389,2025-09-12,9092,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.07753744390572,4.0243087
144410,2025-09-12,9112,216418,106.1625,104.025,0,1,0,1.0205479452054793,-0.970941817426052,-0.23931566428755774,5.198497031265826,5.2862754
144456,2025-09-12,9147,216418,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.382026634673881,4.5471153
144479,2025-09-12,9164,216418,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.356708826689592,4.6984444
144542,2025-09-12,9221,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.8903717578961645,3.2692285
144561,2025-09-12,9250,216418,105.45,105.45,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,5.278114659230517,5.24072
144587,2025-09-12,9273,216418,80.5125,81.225,0,1,1,0.9912280701754387,-0.970941817426052,-0.23931566428755774,6.483107351457199,5.5395026
144610,2025-09-12,9279,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.143134726391533,3.9746668
144632,2025-09-12,9281,216418,86.2125,86.2125,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,3.8501476017100584,3.7354488
144654,2025-09-12,9328,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.406719247264253,4.185747
144677,2025-09-12,9371,216418,102.6,102.6,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.3694478524670215,4.029947
144696,2025-09-12,9442,216418,102.6,102.6,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.970291913552122,4.2423506
144714,2025-09-12,9430,216418,106.875,106.875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.2626798770413155,4.1817713
144736,2025-09-12,9439,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.332204510175204,2.7747777
144752,2025-09-12,9425,216418,87.6375,87.6375,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,4.02535169073515,3.8604212
144772,2025-09-12,9432,216418,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.5553480614894135,3.629767
144796,2025-09-12,9436,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.1972245773362196,3.1464076
144815,2025-09-12,9456,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.044522437723423,3.4678366
144835,2025-09-12,9479,216418,87.6375,87.6375,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,4.574710978503383,4.5754175
144857,2025-09-12,9481,216418,104.7375,105.45,0,1,1,0.9932432432432432,-0.970941817426052,-0.23931566428755774,5.19295685089021,5.102408
144881,2025-09-12,9490,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.0943445622221,3.8452334
144902,2025-09-12,9498,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.833213344056216,3.1178386
144923,2025-09-12,9532,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.784189633918261,3.9734712
144945,2025-09-12,9578,216418,104.7375,106.1625,0,1,1,0.9865771812080537,-0.970941817426052,-0.23931566428755774,3.8918202981106265,4.0686274
144965,2025-09-12,9672,216418,106.1625,104.7375,0,1,0,1.0136054421768708,-0.970941817426052,-0.23931566428755774,4.174387269895637,4.415346
144985,2025-09-12,9611,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,5.147494476813453,5.300247
145010,2025-09-12,9613,216418,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,5.480638923341991,5.4239054
145038,2025-09-12,9632,216418,84.7875,84.7875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.6390573296152584,3.034873
145058,2025-09-12,9680,216418,88.35,87.6375,0,1,0,1.008130081300813,-0.970941817426052,-0.23931566428755774,2.8903717578961645,3.534345
145077,2025-09-12,9700,216418,106.875,106.875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,1.3862943611198906,1.9981314
145090,2025-09-12,9713,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.736198448394496,4.677523
145112,2025-09-12,9731,216418,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.394449154672439,4.2242966
145133,2025-09-12,9745,216418,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,5.093750200806762,4.9290285
145155,2025-09-12,9770,216418,87.6375,86.2125,0,1,0,1.0165289256198347,-0.970941817426052,-0.23931566428755774,2.995732273553991,3.5769804
145177,2025-09-12,9789,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.332204510175204,3.5383983
145197,2025-09-12,9813,216418,85.5,85.5,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.367295829986474,3.0909731
145218,2025-09-12,9823,216418,101.8875,101.8875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.997212273764115,5.034357
145246,2025-09-12,9837,216418,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.007333185232471,4.057974
145265,2025-09-12,9809,216418,106.875,106.1625,0,1,0,1.0067114093959733,-0.970941817426052,-0.23931566428755774,4.68213122712422,4.615106
145285,2025-09-12,9845,216418,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,5.236441962829949,5.2374325
145312,2025-09-12,9872,216418,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.394449154672439,4.382704
145335,2025-09-12,9876,216418,86.2125,86.925,0,1,1,0.9918032786885247,-0.970941817426052,-0.23931566428755774,3.6375861597263857,3.5755205
145354,2025-09-12,9879,216418,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.367295829986474,3.0965474
145372,2025-09-12,9880,216418,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.499809670330265,3.9663794
145394,2025-09-12,9881,216418,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,5.10594547390058,4.954561
145418,2025-09-12,9890,216418,97.6125,97.6125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.127134385045092,4.0065274
145436,2025-09-12,9909,216418,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.367295829986474,3.7697473
145478,2025-09-12,9961,216418,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.812184355372417,4.7251806
145504,2025-09-12,9984,216418,89.0625,89.0625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.4849066497880004,2.3193982
143886,2025-09-12,8091,216419,106.875,106.875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.833213344056216,3.335499
143902,2025-09-12,8095,216419,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.499809670330265,4.4844246
143927,2025-09-12,8094,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.672828834461906,4.325487
143953,2025-09-12,8063,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.6635616461296463,3.5010238
143978,2025-09-12,8023,216419,105.45,104.7375,0,1,0,1.0068027210884354,-0.970941817426052,-0.23931566428755774,5.6240175061873385,5.381751
144004,2025-09-12,8058,216419,102.6,106.1625,0,1,1,0.9664429530201343,-0.970941817426052,-0.23931566428755774,4.2626798770413155,4.4876084
144027,2025-09-12,8222,216419,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.394449154672439,4.5074058
144074,2025-09-12,8218,216419,86.2125,87.6375,0,1,1,0.983739837398374,-0.970941817426052,-0.23931566428755774,3.8501476017100584,3.59248
144094,2025-09-12,8317,216419,88.35,89.0625,0,1,1,0.9919999999999999,-0.970941817426052,-0.23931566428755774,3.9318256327243257,3.8950787
144156,2025-09-12,8398,216419,101.175,101.175,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.9512437185814275,4.1377416
144178,2025-09-12,8400,216419,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.07753744390572,4.0419893
144197,2025-09-12,8422,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.6109179126442243,3.4126706
144219,2025-09-12,8438,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.02535169073515,4.1680284
144243,2025-09-12,8555,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.4849066497880004,3.067827
144263,2025-09-12,8562,216419,105.45,103.3125,0,1,0,1.0206896551724138,-0.970941817426052,-0.23931566428755774,4.68213122712422,4.658214
144290,2025-09-12,8869,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.394449154672439,4.4802837
144314,2025-09-12,8991,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.2626798770413155,4.2078075
144339,2025-09-12,8911,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.4657359027997265,3.335989
144356,2025-09-12,9001,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.302585092994046,2.3096147
144369,2025-09-12,9043,216419,104.025,104.025,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.58351893845611,3.974995
144390,2025-09-12,9092,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.5263605246161616,3.5217528
144411,2025-09-12,9112,216419,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,5.087596335232384,5.0977697
144438,2025-09-12,9132,216419,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.3978952727983707,2.4535935
144457,2025-09-12,9147,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.356708826689592,4.318269
144480,2025-09-12,9164,216419,104.7375,104.7375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.276666119016055,4.266267
144516,2025-09-12,9190,216419,87.6375,87.6375,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.276666119016055,3.8764071
144562,2025-09-12,9250,216419,106.1625,99.0375,0,1,0,1.0719424460431655,-0.970941817426052,-0.23931566428755774,4.8283137373023015,4.795641
144588,2025-09-12,9273,216419,84.075,84.075,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.58351893845611,3.3854482
144611,2025-09-12,9279,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.02535169073515,3.8461943
144633,2025-09-12,9281,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.784189633918261,3.7747688
144655,2025-09-12,9328,216419,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.110873864173311,4.0493875
144678,2025-09-12,9371,216419,106.875,106.875,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.258096538021482,3.526442
144697,2025-09-12,9442,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.5263605246161616,3.7822406
144715,2025-09-12,9430,216419,105.45,105.45,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.784189633918261,3.805405
144737,2025-09-12,9439,216419,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.70805020110221,2.5023136
144753,2025-09-12,9425,216419,87.6375,88.35,0,1,1,0.9919354838709679,-0.970941817426052,-0.23931566428755774,3.8918202981106265,3.6394005
144773,2025-09-12,9432,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.8501476017100584,3.6780815
144816,2025-09-12,9456,216419,88.35,88.35,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.4339872044851463,3.313755
144836,2025-09-12,9479,216419,88.35,86.925,0,1,0,1.0163934426229508,-0.970941817426052,-0.23931566428755774,4.382026634673881,4.561419
144858,2025-09-12,9481,216419,105.45,104.7375,0,1,0,1.0068027210884354,-0.970941817426052,-0.23931566428755774,4.804021044733257,4.866223
144882,2025-09-12,9490,216419,86.2125,86.2125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.4011973816621555,3.6762402
144903,2025-09-12,9498,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.1354942159291497,3.0243387
144924,2025-09-12,9532,216419,89.0625,89.0625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.6375861597263857,3.8126862
144946,2025-09-12,9578,216419,103.3125,101.175,0,1,0,1.0211267605633803,-0.970941817426052,-0.23931566428755774,4.189654742026425,3.912249
144966,2025-09-12,9672,216419,106.875,106.875,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,4.1588830833596715,4.194714
144986,2025-09-12,9611,216419,104.7375,106.875,0,1,1,0.98,-0.970941817426052,-0.23931566428755774,4.812184355372417,4.923041
145011,2025-09-12,9613,216419,105.45,106.1625,0,1,1,0.993288590604027,-0.970941817426052,-0.23931566428755774,4.962844630259907,5.169992
145039,2025-09-12,9632,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.091042453358316,2.8687336
145059,2025-09-12,9680,216419,86.2125,85.5,0,1,0,1.0083333333333333,-0.970941817426052,-0.23931566428755774,3.295836866004329,3.5229836
145091,2025-09-12,9713,216419,103.3125,103.3125,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.31748811353631,4.2797446
145113,2025-09-12,9731,216419,106.1625,106.1625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.044522437723423,3.4739358
145134,2025-09-12,9745,216419,105.45,105.45,0,1,0,1.0,-0.970941817426052,-0.23931566428755774,4.276666119016055,4.6138477
145178,2025-09-12,9789,216419,89.0625,89.0625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,3.6375861597263857,3.5410686
145198,2025-09-12,9813,216419,86.925,86.925,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,2.995732273553991,2.9508762
145219,2025-09-12,9823,216419,100.4625,100.4625,0,0,0,1.0,-0.970941817426052,-0.23931566428755774,4.174387269895637,4.4345307
